listing_db_id,latitude,longitude,cluster
493,38.9109,-77.0041,464
494,38.897,-77.0458,363
495,38.8768,-77.0157,445
496,38.8743,-77.0008,370
497,38.9124,-77.0316,530
498,38.9285,-77.0336,592
499,38.9505,-77.0074,389
500,38.8991,-77.0192,508
501,38.9481,-77.0664,415
502,38.9581,-77.0024,344
503,38.9104,-77.0222,559
504,38.9041,-77.0174,552
505,38.9362,-77.0557,406
506,38.9393,-77.0275,1054
507,38.9269,-77.0404,492
508,38.8742,-77.0003,369
509,38.9529,-77.0682,409
510,38.8712,-77.0067,371
511,38.9299,-77.0556,443
512,38.9014,-77.053,470
513,38.8803,-77.0065,402
514,38.8759,-77.0086,422
515,38.8998,-77.0334,452
516,38.9014,-77.0528,471
517,38.9226,-77.0374,520
518,38.9002,-77.0519,466
519,38.9412,-77.002,368
520,38.902,-76.9799,529
563,38.9362,-77.0557,406
521,38.8804,-77.0062,401
522,38.9103,-77.0086,547
523,38.9529,-77.069,410
524,38.9358,-77.0819,382
525,38.9194,-77.0274,1068
526,38.8795,-77.0056,418
527,38.9103,-77.0086,547
528,38.9351,-77.0339,498
529,38.8743,-77.0008,370
530,38.9529,-77.069,410
531,38.9088,-77.0327,531
532,38.9165,-77.0232,550
533,38.8784,-77.0183,424
534,38.9437,-77.0612,432
535,38.9076,-77.0343,555
536,38.9276,-77.0062,351
537,38.9251,-77.077,376
538,38.9184,-77.0232,558
539,38.8996,-77.0157,512
540,38.9326,-77.073,379
541,38.875,-77.0084,428
542,38.9333,-77.0567,430
543,38.9206,-77.0708,377
544,38.9333,-77.0575,430
545,38.9035,-77.0177,553
546,38.9065,-77.0332,536
547,38.9362,-77.0557,406
548,38.8998,-77.0334,452
549,38.9215,-77.081,386
550,38.9094,-77.0406,566
551,38.9103,-77.0086,547
552,38.9045,-77.0249,522
553,38.9481,-77.0664,415
554,38.9071,-77.0454,474
555,38.8803,-77.0065,402
556,38.8999,-76.9974,480
557,38.8803,-77.0065,402
558,38.9267,-77.0421,493
559,38.9215,-77.081,386
560,38.8999,-76.9974,480
561,38.9379,-77.0249,516
562,38.9358,-77.0819,382
564,38.9358,-77.0819,382
565,38.9109,-77.0041,464
566,38.9529,-77.0682,409
567,38.8999,-76.9974,480
568,38.9042,-77.0286,532
569,38.9215,-77.081,386
570,38.9354,-77.0361,1057
571,38.9002,-77.0519,466
572,38.8964,-77.0469,362
573,38.9379,-77.0249,516
574,38.897,-77.0458,363
575,38.9485,-77.0652,414
576,38.9028,-77.0054,479
577,38.8999,-76.9974,480
578,38.8768,-77.0157,445
579,38.8756,-77.0078,427
580,38.9125,-76.9897,953
581,38.9103,-77.0086,547
582,38.9109,-77.0041,464
583,38.9131,-77.0169,561
584,38.902,-76.9799,529
585,38.9172,-77.0337,575
586,38.8742,-77.0003,369
587,38.8797,-77.0141,434
588,38.9529,-77.069,410
589,38.8996,-77.0157,512
590,38.8795,-77.0056,418
591,38.9041,-77.0174,552
592,38.9002,-77.0519,466
593,38.9207,-77.0316,583
594,38.9358,-77.0819,382
595,38.931,-77.037,496
596,38.8791,-77.0134,435
597,38.9103,-77.0558,458
598,38.9768,-77.0263,356
599,38.9008,-77.0169,514
600,38.8797,-77.0141,434
601,38.9269,-77.0404,492
602,38.9104,-77.0222,559
603,38.931,-77.037,496
604,38.9285,-77.0336,592
605,38.8756,-77.0078,427
606,38.9581,-77.0024,344
607,38.9143,-77.0382,565
608,38.915,-77.0446,574
609,38.878,-77.0055,412
610,38.8756,-77.0078,427
611,38.904,-77.0483,477
612,38.9185,-77.0231,558
613,38.8742,-77.0003,369
614,38.9165,-77.0232,550
615,38.9481,-77.0664,415
616,38.9285,-77.0336,592
617,38.9028,-77.0518,467
618,38.9235,-77.0423,511
619,38.9215,-77.081,386
620,38.9165,-77.0232,550
621,38.9078,-77.034,554
622,38.875,-77.0084,428
623,38.9581,-77.0024,344
624,38.8803,-77.0065,402
625,38.9034,-77.0159,527
626,38.9047,-77.0519,478
627,38.9282,-77.0737,391
628,38.9227,-77.0292,590
629,38.9017,-77.035,451
630,38.8756,-77.0078,427
631,38.9267,-77.0386,497
632,38.9207,-77.0316,583
633,38.8803,-77.0065,402
634,38.8791,-77.0134,435
635,38.9362,-77.0557,406
636,38.897,-77.0458,363
637,38.9269,-77.0404,492
638,38.8775,-77.0163,439
639,38.9035,-77.0177,553
640,38.9103,-77.0086,547
641,38.8811,-76.9987,394
642,38.9047,-77.0519,478
643,38.9355,-77.054,407
644,38.9358,-77.0819,382
645,38.8997,-76.9942,481
646,38.9268,-77.0428,493
647,38.939,-77.0611,400
648,38.9103,-77.0533,458
649,38.8795,-77.0046,421
650,38.9109,-77.0041,464
651,38.9428,-77.0611,431
652,38.9171,-77.0227,551
653,38.917,-77.0472,490
654,38.8943,-76.9834,969
655,38.9299,-77.0318,585
656,38.9207,-77.0316,583
657,38.9109,-77.0041,464
658,38.8756,-77.0078,427
659,38.9014,-77.053,470
660,38.9184,-77.0232,558
661,38.897,-77.0458,363
662,38.9028,-77.0518,467
663,38.875,-77.0084,428
664,38.9629,-77.0747,390
665,38.902,-76.9799,529
666,38.9104,-76.9874,506
667,38.9361,-77.0349,502
668,38.8964,-77.0105,350
669,38.9165,-77.0232,550
670,38.8804,-77.0062,401
671,38.9058,-77.0299,545
672,38.8803,-77.0065,402
673,38.9215,-77.0439,519
674,38.8788,-77.0211,413
675,38.9181,-77.045,494
676,38.9103,-77.0086,547
677,38.9393,-77.0373,488
678,38.9038,-76.9818,528
679,38.8804,-77.0062,401
680,38.8756,-77.0078,427
681,38.9109,-77.0041,464
682,38.9103,-77.0086,547
683,38.9358,-77.0819,382
684,38.9103,-77.0086,547
685,38.9184,-77.0232,558
686,38.9028,-77.0518,467
687,38.905,-77.029,546
688,38.9103,-77.0086,547
689,38.9229,-77.074,378
690,38.9358,-77.0819,382
691,38.9103,-77.0086,547
692,38.9528,-77.0162,454
693,38.9304,-77.0313,584
694,38.9175,-77.0682,375
695,38.9226,-77.0374,520
696,38.8786,-77.008,396
697,38.938,-77.0604,400
698,38.9065,-77.0355,538
699,38.9165,-77.0232,550
700,38.9127,-76.9869,959
701,38.924,-77.0531,429
702,38.8874,-76.9997,963
703,38.9052,-77.0063,489
704,38.8804,-77.0062,401
705,38.9285,-77.0336,592
706,38.8784,-77.0183,424
707,38.9065,-77.0355,538
708,38.9103,-77.0086,547
709,38.8998,-77.0334,452
710,38.9028,-77.0054,479
711,38.9428,-77.0611,431
712,38.9358,-77.0819,382
713,38.9362,-77.0557,406
714,38.9173,-77.0299,1025
715,38.8999,-76.9974,480
716,38.897,-77.0458,363
717,38.9437,-77.0612,432
718,38.9358,-77.0819,382
719,38.8743,-77.0008,370
720,38.9109,-77.0041,464
721,38.8999,-76.9974,480
722,38.9485,-77.0652,414
723,38.9045,-77.0249,522
724,38.8982,-76.9739,993
725,38.9151,-76.9718,867
726,38.9028,-77.0054,479
727,38.9358,-77.0819,382
728,38.9079,-77.0336,1038
729,38.9412,-77.002,368
730,38.9333,-77.0575,430
731,38.8997,-76.9942,481
732,38.8756,-77.0078,427
733,38.9285,-77.0336,592
734,38.9047,-77.0519,478
735,38.8784,-77.0183,424
736,38.9428,-77.0611,431
737,38.9114,-77.0379,571
738,38.8996,-77.0157,512
739,38.875,-77.0084,428
740,38.8756,-77.0078,427
741,38.8786,-77.008,396
742,38.9053,-77.0299,545
743,38.9285,-77.0336,592
744,38.9058,-77.0299,545
745,38.9285,-77.0336,592
746,38.9388,-76.9934,405
747,38.9358,-77.0819,382
748,38.8791,-77.0134,435
749,38.9211,-77.0321,582
750,38.8775,-77.0163,439
751,38.9094,-77.0406,566
752,38.9261,-77.0378,500
753,38.9282,-77.0737,391
754,38.9358,-77.0819,382
755,38.9042,-77.0286,532
756,38.8817,-76.9913,404
757,38.9104,-77.0222,559
758,38.9481,-77.0664,415
759,38.9114,-77.0197,562
760,38.9319,-77.0555,996
761,38.917,-77.0472,490
762,38.8761,-77.0147,438
763,38.9065,-77.0355,538
764,38.916,-77.0483,491
765,38.9071,-77.0454,474
766,38.9052,-77.0243,523
767,38.8996,-77.0157,512
768,38.8756,-77.0078,427
769,38.878,-77.0055,412
770,38.9065,-77.0355,538
771,38.9028,-77.0518,467
772,38.9065,-77.0332,536
773,38.8788,-77.0211,413
774,38.9199,-77.044,503
775,38.9047,-77.0519,478
776,38.8795,-77.0056,418
777,38.9261,-77.0378,500
778,38.9227,-77.0292,590
779,38.9076,-77.0343,555
780,38.9343,-77.072,380
781,38.8735,-77.0094,393
782,38.8752,-77.0063,419
783,38.9351,-77.0339,498
784,38.8735,-77.0094,393
785,38.875,-77.0084,428
786,38.8795,-77.0056,418
787,38.9041,-77.0174,552
788,38.8756,-77.0078,427
789,38.897,-77.0458,363
790,38.9104,-77.0222,559
791,38.9103,-77.0086,547
792,38.8999,-76.9974,480
793,38.9047,-77.0519,478
794,38.8762,-76.9667,291
795,38.8788,-77.0211,413
796,38.9109,-77.0041,464
797,38.9528,-77.0162,454
798,38.8796,-77.0049,420
799,38.8768,-77.0157,445
800,38.9041,-77.0174,552
801,38.8964,-77.0469,362
802,38.9377,-77.0361,1050
803,38.9187,-77.0361,588
804,38.8791,-77.0134,435
805,38.9358,-77.0819,382
806,38.9041,-77.0174,552
807,38.9481,-77.0664,415
808,38.9004,-77.001,486
809,38.9165,-77.0232,550
810,38.8788,-77.0211,413
811,38.9215,-77.0439,519
812,38.9069,-77.0342,544
813,38.9362,-77.0557,406
814,38.8788,-77.0211,413
815,38.9073,-76.9981,473
816,38.8797,-77.0141,434
817,38.9226,-77.0374,520
818,38.9014,-77.0528,471
819,38.9269,-77.0404,492
820,38.8795,-77.0046,421
821,38.902,-76.9799,529
822,38.9151,-76.9718,867
823,38.9103,-77.0086,547
824,38.9538,-77.028,1008
825,38.8756,-77.0078,427
826,38.9028,-77.0054,479
827,38.9175,-77.0682,375
828,38.9358,-77.0819,382
829,38.8768,-77.0156,444
830,38.9388,-76.9934,405
831,38.9362,-77.0557,406
832,38.9428,-77.0611,431
833,38.9103,-77.0086,547
834,38.8996,-77.0157,512
835,38.9071,-77.0454,474
836,38.9215,-77.081,386
837,38.9428,-77.0611,431
838,38.8804,-77.0062,401
839,38.9045,-77.0249,522
840,38.875,-77.0084,428
841,38.9103,-77.0086,547
842,38.8964,-77.0469,362
843,38.9485,-77.0652,414
844,38.8712,-77.0067,371
845,38.9099,-76.986,506
846,38.9358,-77.0819,382
847,38.903,-77.0133,1022
848,38.8742,-77.0003,369
849,38.9355,-77.054,407
850,38.9071,-77.0454,474
851,38.8784,-77.0183,424
852,38.9229,-77.074,378
853,38.9226,-77.0374,520
854,38.902,-76.9799,529
855,38.9358,-77.0819,382
2168,38.9084,-77.0099,1103
856,38.9181,-77.045,494
857,38.875,-77.0084,428
858,38.8791,-77.0134,435
859,38.875,-77.0084,428
860,38.9069,-77.0342,544
861,38.9318,-77.0376,495
862,38.9104,-77.0222,559
863,38.9172,-77.0337,575
864,38.8795,-77.0046,421
865,38.9528,-77.0162,454
866,38.9047,-77.0519,478
867,38.9228,-77.0307,593
868,38.8803,-77.0065,402
869,38.8803,-77.0065,402
870,38.9052,-77.0063,489
871,38.9505,-77.0074,389
872,38.9014,-77.053,470
873,38.9109,-77.0041,464
874,38.8996,-77.0157,512
875,38.9312,-77.0248,570
876,38.9437,-77.0612,432
877,38.9285,-77.0336,592
878,38.9172,-77.0337,575
879,38.8795,-77.0056,418
880,38.9088,-77.0327,531
881,38.9228,-77.0307,593
882,38.9235,-77.0423,511
883,38.9047,-77.0519,478
884,38.8964,-77.0469,362
885,38.9358,-77.0819,382
886,38.8735,-77.0094,393
887,38.9355,-77.054,407
888,38.9355,-77.054,407
889,38.9041,-77.0174,552
890,38.9103,-77.0086,547
891,38.9004,-76.9852,504
892,38.9299,-77.0318,585
893,38.9275,-77.0542,437
894,38.904,-77.0483,477
895,38.9088,-77.0327,531
896,38.905,-77.029,546
897,38.9095,-77.0484,475
898,38.9304,-77.0313,584
899,38.9251,-77.077,376
900,38.902,-76.9799,529
901,38.9293,-77.0734,392
902,38.9362,-77.0557,406
903,38.8756,-77.0078,427
904,38.9361,-77.0349,502
905,38.8996,-77.0157,512
906,38.9437,-77.0612,432
907,38.8775,-77.0163,439
908,38.9481,-77.0664,415
909,38.929,-77.0543,442
910,38.9358,-77.0819,382
911,38.9293,-77.0734,392
912,38.9505,-77.0074,389
913,38.9171,-77.0227,551
914,38.9041,-77.0174,552
915,38.9285,-77.0336,592
916,38.9211,-77.0321,582
917,38.8735,-77.0094,393
918,38.902,-76.9799,529
919,38.904,-77.0483,477
920,38.9282,-77.0737,391
921,38.9109,-77.0041,464
922,38.8756,-77.0078,427
923,38.875,-77.0084,428
924,38.875,-77.0084,428
925,38.9002,-77.0519,466
926,38.9075,-77.0323,540
927,38.9069,-77.0342,544
928,38.8735,-77.0094,393
929,38.9035,-77.0177,553
930,38.8756,-77.0078,427
931,38.8803,-77.0065,402
932,38.9041,-77.0174,552
