listing_db_id,latitude,longitude,price,aqi,nwi_score,nearest_bus_stop_miles,nearby_bus_stops,nearby_parks,nearest_park_miles
3210,38.908844,-77.032661,2795,28,14.7,0.05,244,5,0.52
3211,38.916317,-77.032227,3269,28,16.7,0.04,210,3,0.44
3212,38.902828,-77.051842,1937,28,15.7,0.02,140,1,0.59
3213,38.935467,-77.054016,2705,28,13.2,0.03,69,2,0.69
3214,38.910919,-77.004097,2015,28,14.0,0.12,158,2,0.55
3215,38.917042,-77.047165,2100,28,17.8,0.06,134,1,0.83
3216,38.922646,-77.037392,2800,28,16.5,0.06,169,3,0.61
3217,38.879501,-77.004631,2575,34,15.8,0.18,73,0,0.84
3218,38.890342,-77.00328,3950,34,15.7,0.22,119,2,0.68
3219,38.899097,-77.019234,2878,28,18.3,0.1,219,3,0.3
3220,38.880337,-77.006493,3470,28,15.8,0.27,71,0,0.89
3221,38.879082,-77.013382,2325,28,14.5,0.11,72,1,0.51
3222,38.908844,-77.032661,2875,28,14.7,0.05,244,5,0.52
3223,38.926098,-77.037827,1852,28,14.5,0.04,147,3,0.6
3224,38.916317,-77.032227,2586,28,16.7,0.04,210,3,0.44
3225,38.926098,-77.037827,1907,28,14.5,0.04,147,3,0.6
3226,38.904526,-77.024925,2814,28,18.3,0.05,248,3,0.2
3227,38.875622,-77.007805,2613,28,17.8,0.07,61,0,0.8
3228,38.95285,-77.016182,2362,28,14.3,0.19,150,0,1.21
3229,38.952862,-77.068962,2187,28,14.2,0.03,108,2,0.57
3230,38.926666,-77.038605,2248,28,14.5,0.08,146,3,0.55
3231,38.916546,-77.023216,1970,28,18.3,0.06,187,4,0.33
3232,38.906921,-77.050743,4580,28,15.7,0.19,145,1,0.5
3233,38.910919,-77.004097,2921,28,14.0,0.12,158,2,0.55
3234,38.926807,-77.042816,1948,28,14.2,0.07,122,2,0.54
3235,38.922482,-77.038445,2200,28,16.5,0.12,172,3,0.83
3236,38.921543,-77.031548,2895,28,13.8,0.03,195,2,0.29
3237,38.931023,-77.037048,1876,28,16.8,0.03,150,2,0.31
3238,38.904526,-77.024925,2864,28,18.3,0.05,248,3,0.2
3239,38.942833,-77.061111,2289,28,13.2,0.09,73,1,0.3
3240,38.935844,-77.081871,1878,28,11.2,0.04,104,0,1.06
3241,38.900784,-77.016937,2799,28,16.5,0.07,211,2,0.31
3242,38.904526,-77.024925,2884,28,18.3,0.05,248,3,0.2
3243,38.942833,-77.061111,2226,28,13.2,0.09,73,1,0.3
3244,38.875622,-77.007805,2494,28,17.8,0.07,61,0,0.8
3245,38.901718,-77.035004,2679,28,15.8,0.04,229,3,0.29
3246,38.943722,-77.061241,2268,28,11.8,0.09,66,1,0.27
3247,38.928524,-77.033623,2975,28,15.7,0.04,175,3,0.56
3248,38.879749,-77.014114,1624,28,14.5,0.11,74,1,0.49
3249,38.921452,-77.081009,1875,28,12.8,0.08,87,0,1.81
3250,38.943722,-77.061241,2184,28,11.8,0.09,66,1,0.27
3251,38.899097,-77.019234,2620,28,18.3,0.1,219,3,0.3
3252,38.876751,-77.015617,2145,28,15.8,0.03,66,1,0.37
3253,38.929184,-77.025948,2795,28,17.0,0.04,171,2,0.59
3254,38.923958,-77.053108,1900,28,14.3,0.04,96,0,0.98
3255,38.897118,-77.045326,1675,28,16.8,0.08,134,2,0.64
3256,38.875622,-77.007805,4010,28,17.8,0.07,61,0,0.8
3257,38.922646,-77.037392,1800,28,16.5,0.06,169,3,0.61
3258,38.926884,-77.040436,1895,28,14.5,0.04,140,2,0.52
3259,38.899944,-76.997391,2077,34,15.2,0.03,133,2,0.07
3260,38.918369,-77.040085,2802,28,16.0,0.09,175,2,0.87
3261,38.935844,-77.081871,3601,28,11.2,0.04,104,0,1.06
3262,38.875622,-77.007805,6561,28,17.8,0.07,61,0,0.8
3263,38.87748,-77.016319,2005,28,15.8,0.07,68,1,0.33
3264,38.936302,-77.073868,4462,28,17.2,0.08,125,1,0.73
3265,38.935116,-77.033882,2006,28,14.7,0.06,152,2,0.38
3266,38.900192,-77.051941,3950,28,14.8,0.05,130,1,0.68
3267,38.910919,-77.004097,1847,28,14.0,0.12,158,2,0.55
3268,38.922924,-77.074043,1659,28,12.3,0.08,90,0,1.58
3269,38.935844,-77.081871,2025,28,11.2,0.04,104,0,1.06
3270,38.907307,-76.998062,2870,28,17.2,0.09,153,3,0.54
3271,38.919609,-77.045685,1927,28,12.8,0.05,158,1,0.97
3272,38.910919,-77.004097,2641,28,14.0,0.12,158,2,0.55
3273,38.91901,-77.035378,2125,28,17.5,0.07,193,1,0.5
3274,38.965054,-77.035362,3596,28,12.0,0.06,100,1,0.6
3275,38.904655,-77.051949,3616,28,15.8,0.09,142,1,0.57
3276,38.90716,-77.082872,3498,28,12.7,0.08,47,0,2.76
3277,38.905228,-77.024277,1800,28,18.3,0.05,250,3,0.21
3278,38.906238,-77.05852,4750,28,18.3,0.09,112,0,0.92
3279,38.914687,-77.026345,3850,28,18.3,0.02,205,4,0.32
3280,38.918506,-77.024184,3000,28,16.2,0.05,190,3,0.19
3281,38.919502,-77.046066,3242,28,12.8,0.07,153,1,0.97
3282,38.90649,-77.033157,1825,28,14.7,0.06,250,4,0.45
3283,38.917889,-77.036124,2949,28,17.5,0.04,186,2,0.56
3284,38.904655,-77.051949,6051,28,15.8,0.09,142,1,0.57
3285,38.908833,-77.048485,2747,28,16.3,0.06,154,1,0.43
3286,38.906921,-77.050743,3755,28,15.7,0.19,145,1,0.5
3287,38.875164,-77.006271,3971,28,17.8,0.09,66,0,0.89
3288,38.946503,-77.066261,1746,28,16.2,0.07,97,1,0.11
3289,38.907003,-77.032375,4088,28,14.7,0.02,253,4,0.5
3290,38.918472,-77.039917,2794,28,16.0,0.1,174,2,0.87
3291,38.90517,-77.006294,2317,28,17.8,0.14,155,3,0.57
3292,38.922332,-77.039297,1680,28,16.5,0.13,164,3,0.84
3293,38.880337,-77.006493,2522,28,15.8,0.27,71,0,0.89
3294,38.921452,-77.081009,1934,28,12.8,0.08,87,0,1.81
3295,38.918369,-77.040085,3382,28,16.0,0.09,175,2,0.87
3296,38.900784,-77.016937,4535,28,16.5,0.07,211,2,0.31
3297,38.906879,-77.03418,4739,28,14.7,0.11,239,4,0.4
3298,38.880337,-77.006493,2246,28,15.8,0.27,71,0,0.89
3299,38.920673,-77.031647,3064,28,13.8,0.02,193,2,0.28
3300,38.879501,-77.004631,2555,34,15.8,0.18,73,0,0.84
3301,38.948513,-77.065186,2120,28,9.8,0.05,99,1,0.25
3302,38.904655,-77.051949,5413,28,15.8,0.09,142,1,0.57
3303,38.87521,-77.006256,2669,28,17.8,0.09,66,0,0.89
3304,38.875031,-77.008392,2316,28,17.8,0.11,56,1,0.78
3305,38.901974,-76.979866,1797,34,15.5,0.03,124,3,0.55
3306,38.906921,-77.050743,4455,28,15.7,0.19,145,1,0.5
3307,38.904102,-77.017403,4210,28,16.7,0.12,221,2,0.26
3308,38.8810866,-76.9987319,1295,34,14.2,0.2,76,1,0.51
3309,38.879509,-77.005623,2374,28,15.8,0.19,74,0,0.89
3310,38.906509,-77.035507,1865,28,15.8,0.09,235,3,0.33
3311,38.935467,-77.054016,2758,28,13.2,0.03,69,2,0.69
3312,38.921501,-77.043922,2859,28,17.3,0.07,157,1,0.91
3313,38.910278,-77.055779,3815,28,16.7,0.04,133,0,0.83
3314,38.943722,-77.061241,2976,28,11.8,0.09,66,1,0.27
3315,38.905846,-77.0299,2353,28,15.5,0.13,256,4,0.48
3316,38.881073,-76.998711,1250,34,14.2,0.2,76,1,0.51
3317,38.899944,-76.997391,2247,34,15.2,0.03,133,2,0.07
3318,38.917534,-77.068245,6083,28,17.2,0.05,115,0,1.89
3319,38.896446,-77.046944,2049,28,18.8,0.04,107,2,0.71
3320,38.875622,-77.007805,3906,28,17.8,0.07,61,0,0.8
3321,38.928524,-77.033623,3035,28,15.7,0.04,175,3,0.56
3322,38.907425,-77.04921,2684,28,15.8,0.15,152,1,0.43
3323,38.925076,-77.077042,2101,28,11.5,0.09,90,0,1.49
3324,38.899837,-77.033371,4430,28,17.3,0.06,232,3,0.15
3325,38.916016,-77.048317,3030,28,17.8,0.11,142,1,0.79
3326,38.929893,-77.055573,2645,28,15.5,0.02,76,0,0.85
3327,38.900784,-77.016937,2220,28,16.5,0.07,211,2,0.31
3328,38.907059,-77.045364,2005,28,14.7,0.04,176,1,0.22
3329,38.946205,-77.064156,3317,28,11.8,0.05,84,1,0.14
3330,38.938889,-77.024033,3600,28,15.7,0.07,147,0,0.96
3331,38.905846,-77.0299,3443,28,15.5,0.13,256,4,0.48
3332,38.92646,-77.029404,5400,28,14.2,0.09,178,3,0.43
3333,38.917534,-77.068245,2702,28,17.2,0.05,115,0,1.89
3334,38.875164,-77.006271,2139,28,17.8,0.09,66,0,0.89
3335,38.900784,-77.016937,2193,28,16.5,0.07,211,2,0.31
3336,38.90517,-77.006294,3960,28,17.8,0.14,155,3,0.57
3337,38.921452,-77.081009,2670,28,12.8,0.08,87,0,1.81
3338,38.907307,-76.998062,3990,28,17.2,0.09,153,3,0.54
3339,38.899719,-76.994179,2035,34,16.0,0.03,132,2,0.1
3340,38.906509,-77.035507,2201,28,15.8,0.09,235,3,0.33
3341,38.878815,-77.02108,2519,28,15.8,0.07,75,1,0.14
3342,38.916546,-77.023216,2225,28,18.3,0.06,187,4,0.33
3343,38.936302,-77.032417,2450,28,18.2,0.04,162,2,0.47
3344,38.916447,-77.031303,7500,28,18.3,0.05,212,2,0.39
3345,38.936184,-77.055687,1638,28,13.2,0.04,69,2,0.82
3346,38.904102,-77.017403,2898,28,16.7,0.12,221,2,0.26
3347,38.90403,-77.048317,4990,28,16.2,0.09,151,1,0.39
3348,38.87748,-77.016319,2540,28,15.8,0.07,68,1,0.33
3349,38.904655,-77.051949,3277,28,15.8,0.09,142,1,0.57
3350,38.896996,-77.045799,2939,28,16.8,0.06,127,2,0.65
3351,38.907307,-76.998062,3200,28,17.2,0.09,153,3,0.54
3352,38.880337,-77.006493,5532,28,15.8,0.27,71,0,0.89
3353,38.878433,-77.018265,2895,28,15.8,0.09,72,1,0.24
3354,38.952862,-77.068962,2184,28,14.2,0.03,108,2,0.57
3355,38.879082,-77.013382,1895,28,14.5,0.11,72,1,0.51
3356,38.952862,-77.068962,1675,28,14.2,0.03,108,2,0.57
3357,38.917534,-77.068245,6950,28,17.2,0.05,115,0,1.89
3358,38.904655,-77.051949,3793,28,15.8,0.09,142,1,0.57
3359,38.958084,-77.002419,1830,28,15.5,0.07,137,0,2.04
3360,38.932247,-77.029449,1300,28,14.2,0.07,164,3,0.63
3361,38.906879,-77.03418,3444,28,14.7,0.11,239,4,0.4
3362,38.895279,-76.9832,1600,34,13.0,0.02,150,4,0.69
3363,38.922277,-77.075796,4500,28,15.5,0.08,88,0,1.65
3364,38.935844,-77.081871,2424,28,11.2,0.04,104,0,1.06
3365,38.913528,-76.985222,3395,34,17.2,0.07,130,2,0.49
3366,38.901974,-76.979866,2935,34,15.5,0.03,124,3,0.55
3367,38.95285,-77.016182,2911,28,14.3,0.19,150,0,1.21
3368,38.929018,-77.02594,1995,28,17.0,0.03,172,2,0.58
3369,38.91901,-77.035378,2090,28,17.5,0.07,193,1,0.5
3370,38.948513,-77.065186,2113,28,9.8,0.05,99,1,0.25
3371,38.950423,-77.059431,6325,28,9.8,0.37,69,1,0.52
3372,38.903481,-77.017738,3405,28,16.7,0.09,230,2,0.23
3373,38.91901,-77.035378,2100,28,17.5,0.07,193,1,0.5
3374,38.90649,-77.033157,1699,28,14.7,0.06,250,4,0.45
3375,38.879501,-77.004631,3135,34,15.8,0.18,73,0,0.84
3376,38.876781,-77.015671,1878,28,15.8,0.03,66,1,0.37
3377,38.905376,-76.975243,1850,34,13.7,0.11,98,3,0.35
3378,38.926666,-77.038605,2248,28,14.5,0.08,146,3,0.55
3379,38.898209,-76.97393,2500,34,14.7,0.03,96,4,0.36
3380,38.915031,-77.044556,1950,28,17.5,0.08,165,1,0.65
3381,38.906921,-77.050743,3615,28,15.7,0.19,145,1,0.5
3382,38.91724,-77.033684,3084,28,17.5,0.04,200,3,0.46
3383,38.910355,-77.022186,1928,28,17.7,0.03,230,4,0.13
3384,38.875622,-77.007805,2421,28,17.8,0.07,61,0,0.8
3385,38.907425,-77.04921,2381,28,15.8,0.15,152,1,0.43
3386,38.880337,-77.006493,2677,28,15.8,0.27,71,0,0.89
3387,38.899719,-76.994179,1770,34,16.0,0.03,132,2,0.1
3388,38.917534,-77.068245,5719,28,17.2,0.05,115,0,1.89
3389,38.908913,-77.080925,3000,28,14.8,0.09,62,0,2.61
3390,38.879608,-77.004875,2920,34,15.8,0.19,72,0,0.85
3391,38.899944,-76.997391,1576,34,15.2,0.03,133,2,0.07
3392,38.903378,-77.0159,2162,28,16.7,0.06,211,2,0.33
3393,38.905006,-77.029045,2025,28,16.7,0.12,253,4,0.41
3394,38.904102,-77.017403,2292,28,16.7,0.12,221,2,0.26
3395,38.912022,-77.015968,1950,28,14.5,0.08,197,4,0.29
3396,38.906509,-77.035507,1789,28,15.8,0.09,235,3,0.33
3397,38.899944,-76.997391,1551,34,15.2,0.03,133,2,0.07
3398,38.924831,-77.101906,3300,28,15.7,0.02,45,0,1.27
3399,38.923958,-77.053108,3300,28,14.3,0.04,96,0,0.98
3400,38.92947,-77.02367,2200,28,17.0,0.03,164,2,0.62
3401,38.900443,-77.0183,3771,28,16.5,0.04,225,2,0.26
3402,38.921124,-77.032143,1907,28,14.7,0.02,194,2,0.31
3403,38.876781,-77.015671,2192,28,15.8,0.03,66,1,0.37
3404,38.912441,-77.031601,4025,28,17.0,0.01,229,4,0.63
3405,38.922482,-77.038445,2600,28,16.5,0.12,172,3,0.83
3406,38.955608,-77.020271,1466,28,17.5,0.05,150,0,0.96
3407,38.921581,-77.03701,1823,28,16.0,0.06,173,2,0.58
3408,38.946114,-77.005768,1675,28,11.2,0.06,106,0,1.63
3409,38.912441,-77.031601,2775,28,17.0,0.01,229,4,0.63
3410,38.937988,-77.060394,1999,28,11.8,0.03,74,1,0.57
3411,38.916016,-77.048317,2776,28,17.8,0.11,142,1,0.79
3412,38.910309,-77.008553,2325,28,17.8,0.05,169,3,0.7
3413,38.904442,-77.025108,2784,28,18.3,0.05,247,3,0.2
3414,38.88168,-77.016495,1620,28,13.5,0.05,83,1,0.45
3415,38.926098,-77.037827,2583,28,14.5,0.04,147,3,0.6
3416,38.903481,-77.017738,2025,28,16.7,0.09,230,2,0.23
3417,38.878815,-77.021111,2393,28,15.8,0.07,75,1,0.13
3418,38.879749,-77.014114,1624,28,14.5,0.11,74,1,0.49
3419,38.877481,-77.016322,2375,28,15.8,0.07,68,1,0.33
3420,38.900192,-77.051941,2285,28,14.8,0.05,130,1,0.68
3421,38.901743,-77.003071,2650,34,17.8,0.07,140,2,0.28
3422,38.90517,-77.006294,2609,28,17.8,0.14,155,3,0.57
3423,38.902828,-77.051842,1941,28,15.7,0.02,140,1,0.59
3424,38.910309,-77.008553,2325,28,17.8,0.05,169,3,0.7
3425,38.942833,-77.061111,3561,28,13.2,0.09,73,1,0.3
3426,38.878433,-77.018265,4041,28,15.8,0.09,72,1,0.24
3427,38.896446,-77.046944,2314,28,18.8,0.04,107,2,0.71
3428,38.937695,-77.036102,1606,28,13.7,0.03,138,2,0.3
3429,38.878433,-77.018265,2942,28,15.8,0.09,72,1,0.24
3430,38.900443,-77.0183,2572,28,16.5,0.04,225,2,0.26
3431,38.916317,-77.032227,3015,28,16.7,0.04,210,3,0.44
3432,38.910919,-77.004097,2107,28,14.0,0.12,158,2,0.55
3433,38.901974,-76.979866,2150,34,15.5,0.03,124,3,0.55
3434,38.917534,-77.068245,4030,28,17.2,0.05,115,0,1.89
3435,38.875622,-77.007805,2660,28,17.8,0.07,61,0,0.8
3436,38.931225,-77.024757,3412,28,17.0,0.06,167,2,0.73
3437,38.87429,-77.000771,3980,34,17.8,0.15,80,1,0.86
3438,38.929333,-77.073402,2175,28,14.3,0.01,95,0,1.15
3439,38.922646,-77.037392,2207,28,16.5,0.06,169,3,0.61
3440,38.910309,-77.008553,2295,28,17.8,0.05,169,3,0.7
3441,38.874168,-77.00029,2635,34,17.8,0.15,82,1,0.84
3442,38.942833,-77.061111,2180,28,13.2,0.09,73,1,0.3
3443,38.879749,-77.014114,1624,28,14.5,0.11,74,1,0.49
3444,38.899944,-76.997391,3394,34,15.2,0.03,133,2,0.07
3445,38.935844,-77.081871,1862,28,11.2,0.04,104,0,1.06
3446,38.90403,-77.048317,2450,28,16.2,0.09,151,1,0.39
3447,38.922798,-77.030746,2328,28,13.8,0.07,194,3,0.28
3448,38.918369,-77.040085,2727,28,16.0,0.09,175,2,0.87
3449,38.921501,-77.043922,2419,28,17.3,0.07,157,1,0.91
3450,38.906502,-77.052681,4104,28,15.8,0.2,140,1,0.6
3451,38.910278,-77.055779,2194,28,16.7,0.04,133,0,0.83
3452,38.922646,-77.037392,1800,28,16.5,0.06,169,3,0.61
3453,38.942833,-77.061111,2299,28,13.2,0.09,73,1,0.3
3454,38.902828,-77.051842,1991,28,15.7,0.02,140,1,0.59
3455,38.899944,-76.997391,1641,34,15.2,0.03,133,2,0.07
3456,38.952862,-77.068962,1983,28,14.2,0.03,108,2,0.57
3457,38.934265,-77.071983,2450,28,16.8,0.03,125,1,0.8
3458,38.900443,-77.0183,3471,28,16.5,0.04,225,2,0.26
3459,38.910919,-77.004097,2786,28,14.0,0.12,158,2,0.55
3460,38.916546,-77.023216,3285,28,18.3,0.06,187,4,0.33
3461,38.904102,-77.017403,2613,28,16.7,0.12,221,2,0.26
3462,38.950451,-77.007439,2295,28,11.2,0.15,132,0,1.95
3463,38.902828,-77.005386,2342,28,17.8,0.02,137,2,0.43
3464,38.877481,-77.016322,2305,28,15.8,0.07,68,1,0.33
3465,38.942833,-77.061111,2129,28,13.2,0.09,73,1,0.3
3466,38.877481,-77.016322,2390,28,15.8,0.07,68,1,0.33
3467,38.921501,-77.043922,2104,28,17.3,0.07,157,1,0.91
3468,38.879082,-77.013382,1930,28,14.5,0.11,72,1,0.51
3469,38.929333,-77.073402,2995,28,14.3,0.01,95,0,1.15
3470,38.875622,-77.007805,2941,28,17.8,0.07,61,0,0.8
3471,38.906879,-77.03418,3369,28,14.7,0.11,239,4,0.4
3472,38.910919,-77.004097,2107,28,14.0,0.12,158,2,0.55
3473,38.958084,-77.002419,1840,28,15.5,0.07,137,0,2.04
3474,38.950413,-77.066544,2090,28,13.3,0.03,102,1,0.38
3475,38.875164,-77.006271,4351,28,17.8,0.09,66,0,0.89
3476,38.903282,-77.0159,2511,28,16.7,0.06,212,2,0.33
3477,38.877481,-77.016322,3115,28,15.8,0.07,68,1,0.33
3478,38.919609,-77.045685,1982,28,12.8,0.05,158,1,0.97
3479,38.896996,-77.045799,2801,28,16.8,0.06,127,2,0.65
3480,38.941189,-77.001961,2261,28,12.7,0.04,128,0,1.25
3481,38.935844,-77.081871,1878,28,11.2,0.04,104,0,1.06
3482,38.931225,-77.024757,3412,28,17.0,0.06,167,2,0.73
3483,38.938999,-77.061081,1825,28,11.8,0.04,78,1,0.49
3484,38.910919,-77.004097,2102,28,14.0,0.12,158,2,0.55
3485,38.902289,-77.017461,2698,28,16.5,0.06,220,2,0.24
3486,38.91724,-77.033684,2714,28,17.5,0.04,200,3,0.46
3487,38.880337,-77.006493,3530,28,15.8,0.27,71,0,0.89
3488,38.871212,-77.00666,2168,28,17.8,0.24,58,0,0.95
3489,38.928524,-77.033623,2350,28,15.7,0.04,175,3,0.56
3490,38.902981,-77.013336,2450,28,16.7,0.03,190,2,0.46
3491,38.933538,-77.081833,2625,28,10.5,0.1,102,0,1.16
3492,38.880337,-77.006493,2627,28,15.8,0.27,71,0,0.89
3493,38.876781,-77.015671,2112,28,15.8,0.03,66,1,0.37
3494,38.899097,-77.019234,2538,28,18.3,0.1,219,3,0.3
3495,38.907791,-77.034027,1939,28,14.7,0.13,239,4,0.43
3496,38.880337,-77.006493,3349,28,15.8,0.27,71,0,0.89
3497,38.879517,-77.005623,5493,28,15.8,0.19,74,0,0.89
3498,38.899643,-77.015663,3016,28,16.5,0.08,193,2,0.4
3499,38.874168,-77.00029,2395,34,17.8,0.15,82,1,0.84
3500,38.900192,-77.051941,2195,28,14.8,0.05,130,1,0.68
3501,38.87521,-77.006256,2696,28,17.8,0.09,66,0,0.89
3502,38.931225,-77.024757,3272,28,17.0,0.06,167,2,0.73
3503,38.899643,-77.015663,3922,28,16.5,0.08,193,2,0.4
3504,38.922688,-77.029228,2807,28,14.2,0.11,195,3,0.21
3505,38.916546,-77.023216,3320,28,18.3,0.06,187,4,0.33
3506,38.906582,-77.030067,2795,28,15.5,0.1,249,4,0.51
3507,38.906879,-77.03418,3429,28,14.7,0.11,239,4,0.4
3508,38.929863,-77.031845,2586,28,13.3,0.07,174,3,0.58
3509,38.900364,-77.000961,2740,34,17.8,0.02,135,2,0.14
3510,38.91132,-77.036957,1999,28,15.7,0.04,212,3,0.45
3511,38.904186,-77.028625,3077,28,17.3,0.11,250,4,0.37
3512,38.935844,-77.081871,2096,28,11.2,0.04,104,0,1.06
3513,38.935844,-77.081871,2025,28,11.2,0.04,104,0,1.06
3514,38.875164,-77.006271,4525,28,17.8,0.09,66,0,0.89
3515,38.923958,-77.053108,2221,28,14.3,0.04,96,0,0.98
3516,38.906582,-77.030067,2425,28,15.5,0.1,249,4,0.51
3517,38.936302,-77.073868,5047,28,17.2,0.08,125,1,0.73
3518,38.933327,-77.056747,1699,28,13.2,0.02,76,0,0.94
3519,38.918381,-77.023216,3046,28,16.2,0.06,193,3,0.23
3520,38.880337,-77.006493,2611,28,15.8,0.27,71,0,0.89
3521,38.871212,-77.00666,3500,28,17.8,0.24,58,0,0.95
3522,38.9529,-77.068192,1892,28,13.3,0.03,106,2,0.56
3523,38.875622,-77.007805,2566,28,17.8,0.07,61,0,0.8
3524,38.874168,-77.00029,2370,34,17.8,0.15,82,1,0.84
3525,38.880337,-77.006493,2797,28,15.8,0.27,71,0,0.89
3526,38.943722,-77.061241,2418,28,11.8,0.09,66,1,0.27
3527,38.916546,-77.023216,1980,28,18.3,0.06,187,4,0.33
3528,38.95285,-77.016182,4480,28,14.3,0.19,150,0,1.21
3529,38.876781,-77.015671,2773,28,15.8,0.03,66,1,0.37
3530,38.907059,-77.045364,3932,28,14.7,0.04,176,1,0.22
3531,38.880337,-77.006493,2366,28,15.8,0.27,71,0,0.89
3532,38.910919,-77.004097,1827,28,14.0,0.12,158,2,0.55
3533,38.875622,-77.007805,2745,28,17.8,0.07,61,0,0.8
3534,38.899944,-76.997391,1966,34,15.2,0.03,133,2,0.07
3535,38.87521,-77.006256,4493,28,17.8,0.09,66,0,0.89
3536,38.905006,-77.029045,1950,28,16.7,0.12,253,4,0.41
3537,38.932728,-77.072136,2349,28,16.8,0.06,119,1,0.9
3538,38.921452,-77.081009,1866,28,12.8,0.08,87,0,1.81
3539,38.931023,-77.037048,1799,28,16.8,0.03,150,2,0.31
3540,38.902828,-77.051842,2346,28,15.7,0.02,140,1,0.59
3541,38.906582,-77.029167,2700,28,13.2,0.12,256,5,0.47
3542,38.918655,-77.036057,3345,28,17.5,0.02,192,2,0.54
3543,38.902828,-77.051842,1971,28,15.7,0.02,140,1,0.59
3544,38.910309,-77.008553,2080,28,17.8,0.05,169,3,0.7
3545,38.910919,-77.004097,2556,28,14.0,0.12,158,2,0.55
3546,38.899944,-76.997391,1842,34,15.2,0.03,133,2,0.07
3547,38.910645,-77.034821,1980,28,14.8,0.07,237,4,0.49
3548,38.922606,-77.044208,2211,28,17.3,0.04,149,2,0.83
3549,38.916757,-77.012981,5500,28,14.8,0.07,166,4,0.31
3550,38.924064,-77.030551,3203,28,14.8,0.09,188,2,0.33
3551,38.891876,-77.002663,1882,34,15.7,0.18,115,2,0.57
3552,38.900443,-77.0183,2522,28,16.5,0.04,225,2,0.26
3553,38.904078,-76.983505,2695,34,14.2,0.1,134,2,0.75
3554,38.885998,-76.981919,2800,34,14.7,0.07,102,2,0.46
3555,38.943844,-77.006467,1650,28,12.7,0.1,109,0,1.5
3556,38.874412,-77.014516,1895,28,13.0,0.03,63,1,0.47
3557,38.890587,-77.002662,3200,34,15.7,0.24,116,2,0.66
3558,38.880351,-76.995899,2005,34,18.5,0.08,77,1,0.39
3559,38.891876,-77.002663,1995,34,15.7,0.18,115,2,0.57
3560,38.916796,-77.039015,2150,28,14.5,0.02,176,2,0.77
3561,38.965664,-77.027901,1250,28,17.3,0.03,137,1,0.83
3562,38.923801,-77.040497,1550,28,16.7,0.02,151,3,0.73
3563,38.966656,-77.034416,2850,28,12.0,0.05,101,1,0.72
3564,38.929234,-77.03006,1100,28,13.3,0.05,171,3,0.62
3565,38.923395,-77.030785,3295,28,13.8,0.1,193,2,0.3
3566,38.927727,-77.033997,1250,28,15.7,0.05,175,3,0.59
3567,38.930876,-77.039136,6600,28,13.0,0.04,129,2,0.26
3568,38.895849,-76.976045,2395,34,14.7,0.19,104,3,0.35
3569,38.91283,-77.004593,3600,28,15.8,0.02,160,3,0.44
3570,38.925439,-77.101409,2750,28,15.3,0.03,45,0,1.23
3571,38.875421,-77.015718,1895,28,13.0,0.1,62,1,0.39
3572,38.905071,-76.979296,1650,34,15.5,0.04,115,1,0.54
3573,38.922012,-77.011856,2500,28,9.5,0.15,144,3,0.31
3574,38.924458,-77.030609,1350,28,14.8,0.08,184,3,0.35
3575,38.915394,-77.043762,2466,28,17.5,0.13,167,1,0.67
3576,38.933538,-77.081833,2660,28,10.5,0.1,102,0,1.16
3577,38.895934,-76.981479,2750,34,13.0,0.09,137,3,0.62
3578,38.917338,-77.047371,5495,28,14.2,0.07,134,1,0.85
3579,38.902733,-76.980308,2250,34,15.5,0.07,130,3,0.57
3580,38.977684,-77.026215,1995,28,14.7,0.01,117,0,1.59
3581,38.920918,-77.080048,1500,28,12.8,0.08,89,0,1.82
3582,38.929905,-77.031052,1995,28,13.3,0.11,175,3,0.69
3583,38.912075,-77.011055,2250,28,15.8,0.05,175,4,0.64
3584,38.909386,-77.032372,3795,28,14.7,0.02,241,5,0.55
3585,38.920263,-77.028652,3500,28,15.5,0.11,207,3,0.13
3586,38.936686,-77.022066,3750,28,14.5,0.03,141,0,1.13
3587,38.926022,-77.102959,1500,28,15.7,0.01,43,0,1.18
3588,38.91201,-77.037308,2362,28,15.7,0.04,204,2,0.48
3589,38.922072,-77.036875,1640,28,16.0,0.07,173,2,0.57
3590,38.904991,-76.981438,1750,34,17.3,0.09,124,1,0.65
3591,38.880351,-76.995899,2037,34,18.5,0.08,77,1,0.39
3592,38.899519,-76.97725,4995,34,15.8,0.04,113,3,0.46
3593,38.880287,-77.017126,1895,28,13.5,0.04,82,1,0.36
3594,38.969212,-77.033043,1350,28,14.0,0.02,114,1,0.91
3595,38.936621,-77.0596,1645,28,15.8,0.01,79,1,0.67
3596,38.908806,-76.983066,1695,34,17.3,0.04,122,1,0.8
3597,38.908396,-77.046439,16000,28,16.0,0.08,167,1,0.32
3598,38.915788,-77.042768,1980,28,17.5,0.16,167,1,0.69
3599,38.911391,-77.041262,2100,28,15.7,0.13,193,1,0.38
3600,38.898425,-76.977441,2800,34,12.0,0.05,114,3,0.52
3601,38.952054,-77.030065,4800,28,14.8,0.14,142,1,0.53
3602,38.930701,-77.056427,2380,28,15.5,0.05,78,0,0.88
3603,38.913029,-77.02668,2000,28,14.0,0.03,219,4,0.29
3604,38.877481,-77.016322,2270,28,15.8,0.07,68,1,0.33
3605,38.877481,-77.016322,1810,28,15.8,0.07,68,1,0.33
3606,38.877481,-77.016322,2320,28,15.8,0.07,68,1,0.33
3607,38.877481,-77.016322,2270,28,15.8,0.07,68,1,0.33
