listing_db_id,latitude,longitude,price,aqi,nwi_score,nearest_bus_stop_miles,nearby_bus_stops,nearby_parks,nearest_park_miles,price_log,nearest_bus_stop_miles_log,nearby_bus_stops_log,QoL_index
85,38.938941,-77.033517,1999,28,13.7,0.04,156,2,0.46,7.600902459542082,0.039220713153281295,5.056245805348308,0.6756883693371886
86,38.933538,-77.081833,3664,28,10.5,0.1,102,0,1.16,8.206583614320753,0.09531017980432487,4.634728988229636,0.12606156785915593
87,38.903465,-76.997766,4000,28,14.3,0.07,140,2,0.27,8.294299608857235,0.06765864847381481,4.948759890378168,0.6721645503865763
88,38.908546,-77.067604,12000,28,16.3,0.06,95,0,1.42,9.392745258631441,0.058268908123975775,4.564348191467836,0.3711289474125223
89,38.917707,-77.036929,2150,28,15.2,0.04,179,2,0.6,7.67368812926773,0.039220713153281295,5.19295685089021,0.7593362126842357
90,38.927136,-77.034279,3200,28,15.7,0.07,173,3,0.61,8.071218539969863,0.06765864847381481,5.159055299214529,0.930341280465006
91,38.926579,-77.034744,1995,28,15.7,0.07,171,3,0.63,7.59890045687141,0.06765864847381481,5.147494476813453,0.9376082175188343
92,38.900741,-76.992298,1500,34,16.5,0.06,145,2,0.22,7.313886831633462,0.058268908123975775,4.983606621708336,0.5467702639758433
93,38.902289,-77.017461,2693,28,16.5,0.06,220,2,0.24,7.898782356970309,0.058268908123975775,5.3981627015177525,0.8349466279928676
94,38.920669,-77.031495,2453,28,13.8,0.02,195,2,0.28,7.805474625270857,0.019802627296179712,5.278114659230517,0.7064756875930353
95,38.923632,-77.043096,2600,28,17.7,0.05,141,2,0.75,7.8636512654486515,0.04879016416943201,4.955827057601261,0.8413774203791016
96,38.907003,-77.032375,2377,28,14.7,0.02,253,4,0.5,7.774015077250727,0.019802627296179712,5.537334267018537,1.1090051417450013
97,38.902289,-77.017461,2498,28,16.5,0.06,220,2,0.24,7.823645930834952,0.058268908123975775,5.3981627015177525,0.8363166309714112
98,38.916316,-77.049224,3600,28,17.8,0.16,140,1,0.83,8.188966863648876,0.14842000511827327,4.948759890378168,0.6530221683237113
99,38.902289,-77.017461,2698,28,16.5,0.06,220,2,0.24,7.900636613018005,0.058268908123975775,5.3981627015177525,0.834912818342356
100,38.929912,-77.08303,1795,28,15.8,0.02,88,0,1.38,7.493317248862145,0.019802627296179712,4.48863636973214,0.3820492968673372
101,38.881067,-77.016571,2595,28,13.5,0.06,81,1,0.42,7.86172707782398,0.058268908123975775,4.406719247264253,0.41695376093687264
102,38.927171,-77.033863,2300,28,15.7,0.05,176,3,0.6,7.741099090035366,0.04879016416943201,5.176149732573829,0.9423319778300856
103,38.919482,-77.012874,1475,28,15.0,0.11,155,4,0.23,7.297091005160418,0.10436001532424277,5.049856007249537,1.0569498366908205
104,38.962233,-77.019513,4195,28,13.5,0.03,139,0,1.07,8.341886969516187,0.0295588022415444,4.941642422609304,0.31131915799113863
105,38.902208,-77.027837,3500,28,17.3,0.06,229,4,0.32,8.160803920954665,0.058268908123975775,5.438079308923196,1.2020045546885467
106,38.95847,-77.014041,3100,28,14.0,0.15,138,0,1.3,8.03947991910045,0.13976194237515868,4.9344739331306915,0.3157616608782096
107,38.929178,-77.025929,1895,28,17.0,0.04,171,2,0.59,7.547501682814967,0.039220713153281295,5.147494476813453,0.839230027712768
108,38.890481,-77.00139,4250,34,15.7,0.23,116,3,0.64,8.35490952835879,0.20701416938432612,4.762173934797756,0.5989705089864304
109,38.890342,-77.00328,3950,34,15.7,0.22,119,2,0.68,8.281723990411392,0.1988508587451652,4.787491742782046,0.43979637431426183
110,38.910772,-77.036122,5000,28,14.8,0.02,224,3,0.45,8.517393171418904,0.019802627296179712,5.41610040220442,0.9207725542939028
111,38.915853,-77.020224,1100,28,17.7,0.04,190,4,0.27,7.00397413672268,0.039220713153281295,5.25227342804663,1.223918068737755
112,38.933538,-77.081833,2385,28,10.5,0.1,102,0,1.16,7.777373602657861,0.09531017980432487,4.634728988229636,0.13388758547329657
113,38.933538,-77.081833,2600,28,10.5,0.1,102,0,1.16,7.8636512654486515,0.09531017980432487,4.634728988229636,0.13231443831838371
114,38.931746,-77.037678,1763,28,16.8,0.04,137,2,0.25,7.475339236566737,0.039220713153281295,4.927253685157205,0.8057117815762624
115,38.907361,-77.068666,12250,28,17.8,0.05,89,0,1.47,9.41336284529417,0.04879016416943201,4.499809670330265,0.4343134150458465
116,38.900443,-77.0183,2452,28,16.5,0.04,225,2,0.26,7.8050670442584895,0.039220713153281295,5.420534999272286,0.8432788480211403
117,38.933538,-77.081833,2529,28,10.5,0.1,102,0,1.16,7.835974581721566,0.09531017980432487,4.634728988229636,0.1328190822187205
118,38.932728,-77.072136,2022,28,16.8,0.06,119,1,0.9,7.612336837167746,0.058268908123975775,4.787491742782046,0.617754887178752
119,38.902289,-77.017461,2688,28,16.5,0.06,220,2,0.24,7.896924656268864,0.058268908123975775,5.3981627015177525,0.8349805004516087
120,38.933538,-77.081833,2429,28,10.5,0.1,102,0,1.16,7.795646536334594,0.09531017980432487,4.634728988229636,0.13355440521903808
121,38.933538,-77.081833,2445,28,10.5,0.1,102,0,1.16,7.802209316247118,0.09531017980432487,4.634728988229636,0.1334347425136083
122,38.910284,-77.036138,3799,28,14.8,0.04,227,3,0.42,8.242756345714477,0.039220713153281295,5.429345628954441,0.9232226985198446
123,38.947855,-76.994614,2700,28,12.3,0.15,146,0,1.24,7.901377353792616,0.13976194237515868,4.990432586778736,0.24651258795820072
124,38.900443,-77.0183,3471,28,16.5,0.04,225,2,0.26,8.15248607578024,0.039220713153281295,5.420534999272286,0.8369441694575089
125,38.890342,-77.00328,3950,34,15.7,0.22,119,2,0.68,8.281723990411392,0.1988508587451652,4.787491742782046,0.43979637431426183
126,38.881048,-76.989788,1595,34,18.0,0.1,93,1,0.15,7.3752557780097545,0.09531017980432487,4.543294782270004,0.3904945825072819
127,38.902289,-77.017461,3712,28,16.5,0.06,220,2,0.24,8.21959545417708,0.058268908123975775,5.3981627015177525,0.8290970697780905
128,38.906547,-77.034375,4504,28,14.7,0.13,238,4,0.39,8.412943170042439,0.12221763272424921,5.476463551931511,1.0686564639913512
129,38.902797,-76.97833,3095,34,15.5,0.03,122,3,0.46,8.037866234709618,0.0295588022415444,4.812184355372417,0.6388159254840536
130,38.912861,-77.044105,2595,28,17.5,0.06,172,1,0.5,7.86172707782398,0.058268908123975775,5.153291594497779,0.6880002517711306
131,38.908848,-77.049115,3780,28,15.8,0.06,154,1,0.46,8.237743803890933,0.058268908123975775,5.043425116919247,0.5900833311831211
132,38.900443,-77.0183,2502,28,16.5,0.04,225,2,0.26,7.8252452914317745,0.039220713153281295,5.420534999272286,0.8429109271583701
133,38.933538,-77.081833,2465,28,10.5,0.1,102,0,1.16,7.81035268372429,0.09531017980432487,4.634728988229636,0.1332862601027068
134,38.922852,-77.033217,3695,28,16.3,0.08,188,2,0.4,8.215006432761575,0.07696104113612832,5.241747015059643,0.7978274210289898
135,38.933538,-77.081833,2670,28,10.5,0.1,102,0,1.16,7.890208213109961,0.09531017980432487,4.634728988229636,0.131830211169604
136,38.885532,-76.981397,2425,34,14.7,0.05,95,2,0.48,7.793999089503996,0.04879016416943201,4.564348191467836,0.40835385745022185
137,38.920482,-77.012444,2650,28,15.0,0.13,151,4,0.25,7.8826922062890254,0.12221763272424921,5.0238805208462765,1.0394808600112773
138,38.933538,-77.081833,2285,28,10.5,0.1,102,0,1.16,7.734558844354756,0.09531017980432487,4.634728988229636,0.13466825005128982
139,38.922083,-77.081664,1725,28,14.0,0.07,83,0,1.79,7.453561871643373,0.06765864847381481,4.430816798843313,0.28306355183461335
140,38.881048,-76.989788,2500,34,18.0,0.1,93,1,0.15,7.824445930877619,0.09531017980432487,4.543294782270004,0.38230425620332914
141,38.952958,-77.015616,3995,28,16.3,0.17,149,0,1.24,8.293049139768444,0.15700374880966475,5.0106352940962555,0.4222657493324145
142,38.902289,-77.017461,2450,28,16.5,0.06,220,2,0.24,7.804251383528112,0.058268908123975775,5.3981627015177525,0.8366702622118698
143,38.907071,-77.014887,2600,28,14.5,0.02,209,3,0.49,7.8636512654486515,0.019802627296179712,5.3471075307174685,0.9108515620198262
144,38.894984,-77.021175,2650,28,18.3,0.08,202,2,0.55,7.8826922062890254,0.07696104113612832,5.313205979041787,0.9042925547186373
145,38.901527,-77.000994,3250,34,17.8,0.05,133,2,0.19,8.086717920303906,0.04879016416943201,4.897839799950911,0.584560152757669
146,38.901527,-77.000994,1880,34,17.8,0.05,133,2,0.19,7.53955882930103,0.04879016416943201,4.897839799950911,0.5945367995449508
147,38.902289,-77.017461,3102,28,16.5,0.06,220,2,0.24,8.04012466444838,0.058268908123975775,5.3981627015177525,0.832369457475197
148,38.902289,-77.017461,2683,28,16.5,0.06,220,2,0.24,7.895063498091573,0.058268908123975775,5.3981627015177525,0.8350144359523715
149,38.902289,-77.017461,2673,28,16.5,0.06,220,2,0.24,7.891330757661889,0.058268908123975775,5.3981627015177525,0.83508249702168
150,38.902289,-77.017461,3122,28,16.5,0.06,220,2,0.24,8.046549357283078,0.058268908123975775,5.3981627015177525,0.832252312585927
151,38.933538,-77.081833,2370,28,10.5,0.1,102,0,1.16,7.771067086065406,0.09531017980432487,4.634728988229636,0.13400257559140968
152,38.933538,-77.081833,2395,28,10.5,0.1,102,0,1.16,7.78155595923534,0.09531017980432487,4.634728988229636,0.13381132631028883
153,38.909885,-77.038968,2800,28,16.8,0.02,203,2,0.31,7.937731775260109,0.019802627296179712,5.318119993844216,0.8468562693001704
154,38.933538,-77.081833,4015,28,10.5,0.1,102,0,1.16,8.298041661371565,0.09531017980432487,4.634728988229636,0.12439396396426652
155,38.906087,-76.989169,1600,34,11.5,0.07,136,2,0.61,7.3783837129967145,0.06765864847381481,4.919980925828125,0.30598040697423223
156,38.933538,-77.081833,3770,28,10.5,0.1,102,0,1.16,8.235095497258357,0.09531017980432487,4.634728988229636,0.12554169532119366
157,38.913283,-77.064029,2550,28,17.7,0.17,104,0,1.32,7.844240718141811,0.15700374880966475,4.653960350157523,0.45341441461159154
158,38.90298,-77.049361,3050,28,16.2,0.07,146,1,0.47,8.02322468471667,0.06765864847381481,4.990432586778736,0.6042655954218948
159,38.913751,-77.015362,2700,28,17.7,0.01,185,4,0.34,7.901377353792616,0.009950330853168083,5.225746673713202,1.2106468939647042
160,38.89055,-77.001382,4250,34,15.7,0.24,116,3,0.64,8.35490952835879,0.2151113796169455,4.762173934797756,0.5972614499037218
161,38.925262,-76.979754,2995,34,15.0,0.04,140,4,0.37,8.005033344637111,0.039220713153281295,4.948759890378168,0.795420100287623
162,38.91437,-77.015255,1500,28,17.7,0.05,182,4,0.4,7.313886831633462,0.04879016416943201,5.209486152841421,1.2112691936224858
163,38.949942,-77.066269,2010,28,13.3,0.03,101,1,0.35,7.606387389772652,0.0295588022415444,4.624972813284271,0.4438537581019581
164,38.917576,-77.042732,2850,28,13.7,0.06,156,1,0.81,7.955425088912672,0.058268908123975775,5.056245805348308,0.5000264240856473
165,38.89071,-77.001548,4250,34,15.7,0.23,118,3,0.63,8.35490952835879,0.20701416938432612,4.77912349311153,0.6009425777639175
166,38.92118,-77.044633,3800,28,17.3,0.1,157,1,0.94,8.24301946898925,0.09531017980432487,5.062595033026967,0.6534680820387275
167,38.901527,-77.000994,1920,34,17.8,0.05,133,2,0.19,7.560601162768557,0.04879016416943201,4.897839799950911,0.5941531233307789
168,38.962354,-77.072564,3065,28,16.8,0.1,115,1,0.24,8.028129059431759,0.09531017980432487,4.7535901911063645,0.5984108885580873
169,38.902289,-77.017461,2475,28,16.5,0.06,220,2,0.24,7.814399633804487,0.058268908123975775,5.3981627015177525,0.836485223691664
170,38.901527,-77.000994,1710,34,17.8,0.05,133,2,0.19,7.444833273892193,0.04879016416943201,4.897839799950911,0.5962639816818881
171,38.890335,-77.003237,4450,34,15.7,0.22,119,2,0.68,8.400884069015854,0.1988508587451652,4.787491742782046,0.43762366433844385
172,38.915557,-77.019869,1250,28,17.7,0.01,193,4,0.25,7.1316985104669115,0.009950330853168083,5.267858159063328,1.229580504080842
173,38.901527,-77.000994,2245,34,17.8,0.05,133,2,0.19,7.716906135298388,0.04879016416943201,4.897839799950911,0.5913031304719054
174,38.904788,-77.025725,1875,28,18.3,0.08,258,3,0.24,7.53689712956617,0.07696104113612832,5.556828061699537,1.1041201602310153
175,38.949942,-77.066269,2515,28,13.3,0.03,101,1,0.35,7.830425617820331,0.0295588022415444,4.624972813284271,0.4397687482669147
176,38.958178,-77.025649,4542,28,14.8,0.13,140,1,0.68,8.421342865759403,0.12221763272424921,4.948759890378168,0.5161780982790415
177,38.902289,-77.017461,2688,28,16.5,0.06,220,2,0.24,7.896924656268864,0.058268908123975775,5.3981627015177525,0.8349805004516087
178,38.877481,-77.016322,3395,28,15.8,0.07,68,1,0.33,8.130353547431238,0.06765864847381481,4.23410650459726,0.4958959335837042
179,38.903416,-77.017746,2430,28,16.7,0.09,230,2,0.23,7.796057974316123,0.08617769624105233,5.442417710521793,0.8452872200896789
180,38.933538,-77.081833,2465,28,10.5,0.1,102,0,1.16,7.81035268372429,0.09531017980432487,4.634728988229636,0.1332862601027068
181,38.919848,-77.041428,2000,28,16.5,0.05,162,1,0.97,7.601402334583733,0.04879016416943201,5.093750200806762,0.6417741161644666
182,38.907003,-77.032375,3267,28,14.7,0.02,253,4,0.5,8.091933455979893,0.019802627296179712,5.537334267018537,1.1032083644933381
183,38.902289,-77.017461,2518,28,16.5,0.06,220,2,0.24,7.831617276352611,0.058268908123975775,5.3981627015177525,0.8361712851296683
184,38.877481,-77.016322,2305,28,15.8,0.07,68,1,0.33,7.743269700829004,0.06765864847381481,4.23410650459726,0.5029538421117972
185,38.900443,-77.0183,3686,28,16.5,0.04,225,2,0.26,8.212568398234145,0.039220713153281295,5.420534999272286,0.8358486560700159
186,38.902289,-77.017461,2658,28,16.5,0.06,220,2,0.24,7.88570539124302,0.058268908123975775,5.3981627015177525,0.8351850673613361
187,38.902289,-77.017461,2530,28,16.5,0.06,220,2,0.24,7.836369760545124,0.058268908123975775,5.3981627015177525,0.8360846305223878
188,38.896854,-77.045959,2510,28,16.8,0.06,122,2,0.67,7.828436359157585,0.058268908123975775,4.812184355372417,0.781864880893409
189,38.935844,-77.081871,2025,28,11.2,0.04,104,0,1.06,7.613818684808629,0.039220713153281295,4.653960350157523,0.18317808176450137
190,38.935844,-77.081871,2096,28,11.2,0.04,104,0,1.06,7.64826303090192,0.039220713153281295,4.653960350157523,0.1825500394264644
191,38.926666,-77.038605,1870,28,14.5,0.08,146,3,0.55,7.534228326274089,0.07696104113612832,4.990432586778736,0.863294946196836
192,38.910919,-77.004097,1937,28,14.0,0.12,158,2,0.55,7.569411792450712,0.11332868530700317,5.0689042022202315,0.6759073064794753
193,38.943722,-77.061241,2607,28,11.8,0.09,66,1,0.27,7.866338923046544,0.08617769624105233,4.204692619390966,0.3091954572658802
194,38.935844,-77.081871,1793,28,11.2,0.04,104,0,1.06,7.492203042618741,0.039220713153281295,4.653960350157523,0.18539556535544946
195,38.900784,-77.016937,2392,28,16.5,0.07,211,2,0.31,7.780303087908373,0.06765864847381481,5.356586274672012,0.8302876670195072
196,38.875164,-77.006271,4061,28,17.8,0.09,66,0,0.89,8.30943074214033,0.08617769624105233,4.204692619390966,0.4122140519861645
197,38.932728,-77.072136,2479,28,16.8,0.06,119,1,0.9,7.8160138391590275,0.058268908123975775,4.787491742782046,0.6140411345591344
198,38.910919,-77.004097,2035,28,14.0,0.12,158,2,0.55,7.618742377670413,0.11332868530700317,5.0689042022202315,0.6750078353153486
199,38.90517,-77.006294,2674,28,17.8,0.14,155,3,0.57,7.891704659330107,0.1310282624064041,5.049856007249537,1.0042301748636315
200,38.927567,-77.006165,2187,28,10.7,0.02,108,3,0.58,7.690743163541872,0.019802627296179712,4.6913478822291435,0.6627329563526126
201,38.91724,-77.033684,4287,28,17.5,0.04,200,3,0.46,8.363575702750637,0.039220713153281295,5.303304908059076,1.0306787433217544
202,38.942833,-77.061111,2450,28,13.2,0.09,73,1,0.3,7.804251383528112,0.08617769624105233,4.30406509320417,0.3863536173844575
203,38.910355,-77.022186,1848,28,17.7,0.03,230,4,0.13,7.522400231387125,0.0295588022415444,5.442417710521793,1.2386277918551518
204,38.904102,-77.017403,2782,28,16.7,0.12,221,2,0.26,7.931284761525891,0.11332868530700317,5.402677381872279,0.8324671035466177
205,38.884689,-76.958511,1550,34,9.7,0.08,74,1,0.78,7.346655163176539,0.07696104113612832,4.31748811353631,-0.013563892682991822
206,38.910309,-77.008553,3795,28,17.8,0.05,169,3,0.7,8.241703159729818,0.04879016416943201,5.135798437050262,1.0252056042300086
207,38.935863,-77.03698,2027,28,14.3,0.06,132,2,0.23,7.614805364711073,0.058268908123975775,4.890349128221754,0.6797399560798737
208,38.902828,-77.051842,1971,28,15.7,0.02,140,1,0.59,7.586803535162581,0.019802627296179712,4.948759890378168,0.5944524496347434
209,38.875622,-77.007805,3440,28,17.8,0.07,61,0,0.8,8.14351740579748,0.06765864847381481,4.127134385045092,0.4101241669606745
210,38.950413,-77.066544,1831,28,13.3,0.03,102,1,0.38,7.513163545234075,0.0295588022415444,4.634728988229636,0.44668868259113337
211,38.906921,-77.050743,3780,28,15.7,0.19,145,1,0.5,8.237743803890933,0.173953307123438,4.983606621708336,0.5541016757665187
212,38.906509,-77.035507,2535,28,15.8,0.09,235,3,0.33,7.8383433155571165,0.08617769624105233,5.4638318050256105,0.9707437564832051
213,38.908566,-77.034256,4087,28,14.7,0.08,248,5,0.43,8.31581113188354,0.07696104113612832,5.517452896464707,1.2499260927103926
214,38.880337,-77.006493,2166,28,15.8,0.27,71,0,0.89,7.681099001536359,0.23901690047049992,4.276666119016055,0.3076937463972011
215,38.896996,-77.045799,2274,28,16.8,0.06,127,2,0.65,7.729735331385051,0.058268908123975775,4.852030263919617,0.7883005924299147
216,38.918381,-77.023216,2740,28,16.2,0.06,193,3,0.23,7.916078096302786,0.058268908123975775,5.267858159063328,0.9708339614683683
217,38.907059,-77.045364,2025,28,14.7,0.04,176,1,0.22,7.613818684808629,0.039220713153281295,5.176149732573829,0.570272145554011
218,38.901981,-76.979874,2645,34,15.5,0.04,124,3,0.55,7.880804344674901,0.039220713153281295,4.8283137373023015,0.6415170447121397
219,38.935844,-77.081871,2096,28,11.2,0.04,104,0,1.06,7.64826303090192,0.039220713153281295,4.653960350157523,0.1825500394264644
220,38.95285,-77.016182,2707,28,14.3,0.19,150,0,1.21,7.903965634032166,0.173953307123438,5.017279836814924,0.33446403238718475
221,38.922646,-77.037392,2209,28,16.5,0.06,169,3,0.61,7.700747794511798,0.058268908123975775,5.135798437050262,0.9732088930242523
222,38.9529,-77.068192,1892,28,13.3,0.03,106,2,0.56,7.545918151209323,0.0295588022415444,4.672828834461906,0.615701624916043
223,38.950451,-77.007439,1765,28,11.2,0.15,132,0,1.95,7.476472381163905,0.13976194237515868,4.890349128221754,0.19196505299675207
224,38.914276,-77.038185,3099,28,15.2,0.08,199,2,0.61,8.039157390473237,0.07696104113612832,5.298317366548036,0.7569652717937471
225,38.906879,-77.03418,3469,28,14.7,0.11,239,4,0.4,8.151909872940905,0.10436001532424277,5.480638923341991,1.0776709915205331
226,38.906502,-77.052681,2858,28,15.8,0.2,140,1,0.6,7.958227192322312,0.18232155679395465,4.948759890378168,0.5579821778490877
227,38.919609,-77.045685,1927,28,12.8,0.05,158,1,0.97,7.564238475170491,0.04879016416943201,5.0689042022202315,0.46919134017318914
228,38.901974,-76.979866,3702,34,15.5,0.03,124,3,0.55,8.216898580913613,0.0295588022415444,4.8283137373023015,0.6374281740161575
229,38.878433,-77.018265,2664,28,15.8,0.09,72,1,0.24,7.887959336599945,0.08617769624105233,4.290459441148391,0.5029634893460175
230,38.880337,-77.006493,4617,28,15.8,0.27,71,0,0.89,8.43771698991444,0.23901690047049992,4.276666119016055,0.2938979225736104
1769,38.882538,-76.995705,2965,34,18.5,0.06,91,1,0.33,7.994969522697877,0.058268908123975775,4.5217885770490405,0.4075339078658387
231,38.899643,-77.015663,2998,28,16.5,0.08,193,2,0.4,8.00603417874901,0.07696104113612832,5.267858159063328,0.8138849045126493
232,38.916546,-77.023216,3315,28,18.3,0.06,187,4,0.33,8.106514516255185,0.058268908123975775,5.236441962829949,1.2255799195317463
233,38.874168,-77.00029,3250,34,17.8,0.15,82,1,0.84,8.086717920303906,0.13976194237515868,4.418840607796598,0.34445046108254157
234,38.921452,-77.081009,2670,28,12.8,0.08,87,0,1.81,7.890208213109961,0.07696104113612832,4.477336814478207,0.2232960770527401
235,38.906509,-77.035507,1891,28,15.8,0.09,235,3,0.33,7.545389749611823,0.08617769624105233,5.4638318050256105,0.9760853368399417
236,38.952862,-77.068962,1796,28,14.2,0.03,108,2,0.57,7.493873886783559,0.0295588022415444,4.6913478822291435,0.6602465056122278
237,38.88036,-77.006203,4677,28,15.8,0.26,71,0,0.91,8.450625947144124,0.23111172096338664,4.276666119016055,0.295331074204682
238,38.93932,-77.037277,1899,28,11.2,0.06,124,2,0.29,7.549609165154532,0.058268908123975775,4.8283137373023015,0.5309688513396249
239,38.912079,-77.041969,2195,28,17.5,0.13,176,1,0.43,7.694392802629421,0.12221763272424921,5.176149732573829,0.6802133689812654
240,38.962872,-77.07473,1815,28,17.7,0.03,106,1,0.16,7.504391559161238,0.0295588022415444,4.672828834461906,0.6538831919069951
241,38.948097,-77.066391,2499,28,13.8,0.02,101,1,0.22,7.824046010856292,0.019802627296179712,4.624972813284271,0.464967201615444
242,38.89502,-76.977888,3500,34,13.8,0.12,111,3,0.41,8.160803920954665,0.11332868530700317,4.718498871295094,0.5297150665197734
243,38.878433,-77.018265,3703,28,15.8,0.09,72,1,0.24,8.21716859576607,0.08617769624105233,4.290459441148391,0.49696083938221414
244,38.874168,-77.00029,2225,34,17.8,0.15,82,1,0.84,7.70796153183549,0.13976194237515868,4.418840607796598,0.351356530575511
245,38.878433,-77.018265,4343,28,15.8,0.09,72,1,0.24,8.37655086161377,0.08617769624105233,4.290459441148391,0.4940547365747022
246,38.935116,-77.033882,1665,28,14.7,0.06,152,2,0.38,7.418180822726788,0.058268908123975775,5.030437921392435,0.7180426806942741
247,38.923958,-77.053108,1866,28,14.3,0.04,96,0,0.98,7.532088143541722,0.039220713153281295,4.574710978503383,0.31818980167914435
248,38.916317,-77.032227,3621,28,16.7,0.04,210,3,0.44,8.19478163844336,0.039220713153281295,5.351858133476067,1.002568920690414
249,38.904186,-77.028625,2889,28,17.3,0.11,250,4,0.37,7.969011781106478,0.10436001532424277,5.5254529391317835,1.2059391211268926
250,38.938999,-77.061081,1799,28,11.8,0.04,78,1,0.49,7.495541943884256,0.039220713153281295,4.3694478524670215,0.3450366498168333
251,38.901981,-76.979874,1617,34,15.5,0.04,124,3,0.55,7.388946097618437,0.039220713153281295,4.8283137373023015,0.6504853613881905
252,38.910355,-77.022186,1998,28,17.7,0.03,230,4,0.13,7.6004023345004,0.0295588022415444,5.442417710521793,1.2372055374428201
253,38.879749,-77.014114,1624,28,14.5,0.11,74,1,0.49,7.393263094763838,0.10436001532424277,4.31748811353631,0.4514310338703948
254,38.909481,-77.048363,3363,28,16.3,0.02,160,1,0.45,8.120886021092838,0.019802627296179712,5.081404364984463,0.6277748249644106
255,38.902828,-77.005386,2503,28,17.8,0.02,137,2,0.43,7.825644732219989,0.019802627296179712,4.927253685157205,0.8494688375365242
256,38.921452,-77.081009,1949,28,12.8,0.08,87,0,1.81,7.575584651557793,0.07696104113612832,4.477336814478207,0.22903277812593134
257,38.91724,-77.033684,3034,28,17.5,0.04,200,3,0.46,8.017966703493599,0.039220713153281295,5.303304908059076,1.0369804185909592
258,38.908566,-77.034256,2476,28,14.7,0.08,248,5,0.43,7.814803429489359,0.07696104113612832,5.517452896464707,1.2590612363398859
259,38.935116,-77.033882,1699,28,14.7,0.06,152,2,0.38,7.438383530044307,0.058268908123975775,5.030437921392435,0.7176743138365028
260,38.908566,-77.034256,2997,28,14.7,0.08,248,5,0.43,8.005700678662542,0.07696104113612832,5.517452896464707,1.2555805038454777
261,38.941189,-77.001961,2379,28,12.7,0.04,128,0,1.25,7.77485576666552,0.039220713153281295,4.859812404361672,0.27326129557205564
262,38.899719,-76.994179,1835,34,16.0,0.03,132,2,0.1,7.515344571180436,0.0295588022415444,4.890349128221754,0.5152833915654323
263,38.910278,-77.055779,2194,28,16.7,0.04,133,0,0.83,7.693937325509272,0.039220713153281295,4.897839799950911,0.4633445263890041
264,38.917534,-77.068245,3259,28,17.2,0.05,115,0,1.89,8.089482474360754,0.04879016416943201,4.7535901911063645,0.4603521175427146
265,38.907307,-76.998062,3755,28,17.2,0.09,153,3,0.54,8.231109840328154,0.08617769624105233,5.0369526024136295,0.978379317489472
266,38.950413,-77.066544,1485,28,13.3,0.03,102,1,0.38,7.303843225277705,0.0295588022415444,4.634728988229636,0.45050533287063044
267,38.874604,-77.000344,2200,34,17.8,0.12,81,1,0.82,7.696667081526462,0.11332868530700317,4.406719247264253,0.3557313621798487
268,38.899643,-77.015663,1944,28,16.5,0.08,193,2,0.4,7.573017256052546,0.07696104113612832,5.267858159063328,0.8217803355887191
269,38.910309,-77.008553,3580,28,17.8,0.05,169,3,0.7,8.183397369998433,0.04879016416943201,5.135798437050262,1.0262687251382938
270,38.901718,-77.035004,4009,28,15.8,0.04,229,3,0.29,8.296546520300614,0.039220713153281295,5.438079308923196,0.9693039059255476
271,38.879517,-77.005623,3162,28,15.8,0.19,74,0,0.89,8.059276223305648,0.173953307123438,4.31748811353631,0.31928066584906833
272,38.943722,-77.061241,2083,28,11.8,0.09,66,1,0.27,7.642044402873258,0.08617769624105233,4.204692619390966,0.31328514021346726
273,38.88036,-77.006203,3126,28,15.8,0.26,71,0,0.91,8.047829357457841,0.23111172096338664,4.276666119016055,0.3026754816512551
274,38.907791,-77.034027,1964,28,14.7,0.13,239,4,0.43,7.583247524303362,0.12221763272424921,5.480638923341991,1.0842705535777886
275,38.937923,-77.023888,2650,28,15.5,0.06,153,0,0.95,7.8826922062890254,0.058268908123975775,5.0369526024136295,0.41681307014749963
276,38.92897,-77.054306,2325,28,18.3,0.07,83,0,0.82,7.75190533307861,0.06765864847381481,4.430816798843313,0.47562078664587754
277,38.917091,-77.022675,3855,28,16.2,0.05,193,4,0.32,8.257385655730436,0.04879016416943201,5.267858159063328,1.1317886581531598
278,38.9235,-77.042259,2470,28,17.7,0.04,139,2,0.76,7.81237820598861,0.039220713153281295,4.941642422609304,0.84268173923845
279,38.906509,-77.035507,2235,28,15.8,0.09,235,3,0.33,7.71244383427499,0.08617769624105233,5.4638318050256105,0.9730393496225818
280,38.896996,-77.045799,2277,28,16.8,0.06,127,2,0.65,7.731053144007127,0.058268908123975775,4.852030263919617,0.7882765640416844
281,38.922539,-77.043503,1976,28,17.3,0.02,148,2,0.83,7.589335823170617,0.019802627296179712,5.003946305945459,0.8396777982647968
282,38.899944,-76.997391,1460,34,15.2,0.03,133,2,0.07,7.2868764117507,0.0295588022415444,4.897839799950911,0.48348404064759837
283,38.916546,-77.023216,2200,28,18.3,0.06,187,4,0.33,7.696667081526462,0.058268908123975775,5.236441962829949,1.2330528888384746
284,38.917034,-77.047165,2625,28,17.8,0.06,134,1,0.83,7.873217054862741,0.058268908123975775,4.90527477843843,0.6727479233365895
285,38.931801,-77.037636,1673,28,16.8,0.04,138,2,0.25,7.422971251049421,0.039220713153281295,4.9344739331306915,0.8075067058964137
286,38.935844,-77.081871,2025,28,11.2,0.04,104,0,1.06,7.613818684808629,0.039220713153281295,4.653960350157523,0.18317808176450137
