listing_db_id,latitude,longitude,QoL_Index,QoL_0_1
1,38.929782,-76.990611,0.7895294370439737,0.8806604820550822
2,38.957134,-77.027605,0.45039523315892194,0.7836473454204416
3,38.873441,-77.01545,0.32496593962834985,0.7477668914530434
4,38.90716,-77.082872,-0.12236056377662154,0.6198041360070266
5,38.929726,-76.990505,0.8059023418919973,0.8853441348300929
6,38.902526,-76.974406,0.3789831243616952,0.7632191120286207
7,38.922605,-77.043993,0.6428908896809982,0.8387128835284193
8,38.938797,-76.99482,0.30952556372225415,0.7433499990242985
9,38.909409,-77.019189,1.1233052151371206,0.9761407809884778
10,38.880287,-77.017126,0.4298238306728474,0.777762665381432
11,38.932627,-77.038482,0.6473824038734883,0.8399977314590048
12,38.956199,-77.020786,0.3881950576211338,0.7658542886923996
13,38.965173,-77.031399,0.37976882997981365,0.7634438719189884
14,38.91201,-77.037415,0.6841464778911719,0.850514506514618
15,38.895459,-76.980485,0.505964782024188,0.7995436371392759
16,38.90716,-77.082872,-0.08747252154171321,0.6297842511634365
17,38.93047,-77.058273,0.20054140202674364,0.7121738591703487
18,38.8993046,-76.9771212,0.5469067231770338,0.8112555378725168
19,38.932627,-77.038482,0.6473824038734883,0.8399977314590048
20,38.932627,-77.038482,0.6573410934863659,0.8428465261398372
21,38.908581,-76.983734,0.29430498677292993,0.7389959825484396
22,38.932247,-77.029449,0.6498726154525346,0.8407100843664959
23,38.924915,-76.990173,0.7656716127143326,0.87383568424648
24,38.902787,-77.018313,0.8152666488278356,0.8880228996902811
25,38.906234,-76.98566,0.21591515036172432,0.7165716920362828
26,38.879508,-77.016563,0.4146431502901151,0.7734200617652071
27,38.904762,-76.983742,0.32829093006211185,0.7487180421997511
28,38.923756,-77.040527,0.7835862389707372,0.8789603636945021
29,38.9334041,-77.0338607,0.6559321769074273,0.8424434897754318
30,38.898216,-76.981199,0.4533471022355914,0.7844917606247528
31,38.897617,-76.990791,0.6138631827412098,0.8304091829070143
32,38.933433,-77.034635,0.6478324903640719,0.8401264837396895
33,38.923927,-76.99271,0.7884340030982031,0.8803471209082623
34,38.91214,-77.036062,0.6793689859741886,0.8491478514535725
35,38.97752,-77.018265,0.20158331606277538,0.7124719103476737
36,38.897617,-76.990791,0.6007394558171164,0.8266549938613281
37,38.897617,-76.990791,0.6451574118832648,0.8393612475848166
38,38.920641,-76.986895,0.7506693365261022,0.8695441151478565
39,38.907999,-77.041368,0.7270164021646836,0.8627779284090152
40,38.921093,-77.009377,0.6005348876310834,0.8265964748409658
41,38.904045,-77.00108,0.7026743598754001,0.8558146146308011
42,38.958608,-76.993787,0.1025111533770654,0.6841312088047062
43,38.900965,-77.015924,0.7347092196123933,0.8649785449838416
44,38.910946,-77.040276,0.5954310398453723,0.8251364620291486
45,38.928951,-77.020638,0.5314502933174103,0.8068340530305937
46,38.934115,-77.032426,0.7815146515650176,0.8783677629195306
47,38.950159,-77.022311,0.3007926628561525,0.7408518549408223
48,38.922169,-77.08109,0.0879872632228319,0.679976487388058
49,38.87315,-76.973289,0.28432594948049655,0.7361413671860175
50,38.891876,-77.002663,0.36601941695809714,0.7595106983586654
51,38.933048,-77.029404,0.6946602576021937,0.8535220909339047
52,38.905834,-76.975502,0.4919974430506017,0.795548123420093
53,38.873441,-77.01545,0.3342533330696612,0.7504236543468474
54,38.909386,-77.032372,1.0544501855889103,0.956444028749925
55,38.947838,-77.016731,0.15749060002816082,0.6998586951772323
56,38.905008,-76.981417,0.311186153327573,0.7438250292761261
57,38.916103,-77.016182,0.9779408405643084,0.9345576738565852
58,38.873119,-77.012627,0.40696900308732226,0.7712247860230078
59,38.915848,-77.012619,0.7581262375663248,0.8716772451925372
60,38.921315,-76.986561,0.614917207061377,0.8307106983667268
61,38.921206,-77.045091,0.5253175221626741,0.8050797051672179
62,38.877481,-77.016322,0.5017675473427946,0.7983429711581715
63,38.877481,-77.016322,0.4799435165509334,0.7920999627654025
64,38.877481,-77.016322,0.48146645016555767,0.7925356149796248
65,38.877481,-77.016322,0.4789549222654246,0.7918171642997873
66,38.877481,-77.016322,0.4686174499107216,0.7888600145740595
67,38.877481,-77.016322,0.48322022787282315,0.7930373027315313
68,38.877481,-77.016322,0.485826795573973,0.793782940610702
69,38.877481,-77.016322,0.48388201304203765,0.7932266137898331
70,38.877481,-77.016322,0.5042961615016679,0.7990663095536528
71,38.877481,-77.016322,0.5032386788060319,0.7987638047869108
72,38.929908,-77.029228,0.6955057805564518,0.8537639622431077
73,38.918961,-77.009441,0.7343433514803281,0.8648738843076854
74,38.905432,-77.018041,0.6660884278503847,0.8453487990870185
75,38.92873,-77.019688,0.5450839095790982,0.8107341016310224
76,38.877481,-77.016322,0.48322022787282315,0.7930373027315313
77,38.877481,-77.016322,0.506174682857292,0.7996036816230475
78,38.877481,-77.016322,0.5060820705984154,0.7995771888493269
79,38.877481,-77.016322,0.4691183216441553,0.7890032945421529
80,38.907003,-77.032375,0.9350633975955946,0.9222921011552313
81,38.927136,-77.034279,0.7400836858664132,0.866515971238895
82,38.900965,-77.015924,0.7549685173521323,0.8707739439652235
83,38.892791,-76.97648,0.5428749988904928,0.8101022179932399
84,38.901527,-77.000994,0.5723861371266541,0.8185442095504196
85,38.938941,-77.033517,0.5814275642633827,0.8211306110284755
86,38.933538,-77.081833,0.08119898234034875,0.6780346236266844
87,38.903465,-76.997766,0.6714250508178329,0.8468753998461802
88,38.908546,-77.067604,0.3339784142925314,0.7503450107521183
89,38.917707,-77.036929,0.6262776905644171,0.8339604918870807
90,38.927136,-77.034279,0.7782266553095007,0.8774271947717693
91,38.926579,-77.034744,0.743360635219934,0.8674533792966375
92,38.900741,-76.992298,0.510655738364488,0.8008855377295887
93,38.902289,-77.017461,0.7824447655494784,0.8786338324401705
94,38.920669,-77.031495,0.6666323410457233,0.8455043915472668
95,38.923632,-77.043096,0.6742786035429575,0.8476916905571888
96,38.907003,-77.032375,0.9183606259638707,0.917514086292906
97,38.902289,-77.017461,0.7776941614818225,0.8772748689495141
98,38.916316,-77.049224,0.5359450429789392,0.8081198265033285
99,38.902289,-77.017461,0.7825620034429442,0.8786673696524223
100,38.929912,-77.08303,0.20326346055620678,0.7129525344942208
101,38.881067,-77.016571,0.4055159445363747,0.770809122353209
102,38.927171,-77.033863,0.766036024243809,0.8739399282451547
103,38.919482,-77.012874,0.8876212660875858,0.9087207481819847
104,38.962233,-77.019513,0.26075631312548747,0.7293990087746781
105,38.902208,-77.027837,1.0561151074978452,0.9569202983057149
106,38.95847,-77.014041,0.19734424704615408,0.7112592771865179
107,38.929178,-77.025929,0.6808117739015793,0.8495605770964928
108,38.890481,-77.00139,0.5155779830680323,0.802293600946167
109,38.890342,-77.00328,0.38665550842622154,0.7654138834053753
110,38.910772,-77.036122,0.8453015404918605,0.8966147167804744
111,38.915853,-77.020224,0.9952555698160733,0.9395107460488037
112,38.933538,-77.081833,0.05406158797438357,0.6702716680846778
113,38.933538,-77.081833,0.05951661208031325,0.671832138815354
114,38.931746,-77.037678,0.7205043718342986,0.8609150892115136
115,38.907361,-77.068666,0.37921045707518014,0.7632841430969771
116,38.900443,-77.0183,0.7789334466414268,0.8776293803468922
117,38.933538,-77.081833,0.057766715617893566,0.6713315613369975
118,38.932728,-77.072136,0.458857729527889,0.7860681372695321
119,38.902289,-77.017461,0.7823273098630332,0.8786002329257979
120,38.933538,-77.081833,0.05521691938309753,0.6706021635715023
121,38.933538,-77.081833,0.05563186018546415,0.6707208620345123
122,38.910284,-77.036138,0.8306159951166171,0.8924137520776466
123,38.947855,-76.994614,0.14090124257328915,0.6951131237102037
124,38.900443,-77.0183,0.8008994935938739,0.8839130140526891
125,38.890342,-77.00328,0.38665550842622154,0.7654138834053753
126,38.881048,-76.989788,0.4102725789220005,0.7721698108838478
127,38.902289,-77.017461,0.8027286156463973,0.8844362548982602
128,38.906547,-77.034375,0.9488674382298492,0.9262409015558389
129,38.902797,-76.97833,0.576289981530519,0.8196609479572625
130,38.912861,-77.044105,0.6107135435572849,0.8295081933488998
131,38.908848,-77.049115,0.5698429181207928,0.8178166932749127
132,38.900443,-77.0183,0.780209244121159,0.8779943365023065
133,38.933538,-77.081833,0.05614673581438717,0.6708681479737256
134,38.922852,-77.033217,0.7366427641744776,0.8655316570575924
135,38.933538,-77.081833,0.06119571168716795,0.6723124640603952
136,38.885532,-76.981397,0.37535687209997914,0.762181781962507
137,38.920482,-77.012444,0.9122613158807542,0.9157693103437629
138,38.933538,-77.081833,0.05135456588919646,0.6694972941040683
139,38.922083,-77.081664,0.06779730583314299,0.6742009239902789
140,38.881048,-76.989788,0.438673245244895,0.7802941395152108
141,38.952958,-77.015616,0.3082324690398456,0.7429800948103652
142,38.902289,-77.017461,0.7764679145059517,0.8769240872705942
143,38.907071,-77.014887,0.7775703198402664,0.8772394426611726
144,38.894984,-77.021175,0.7641226571115592,0.8733925881511544
145,38.901527,-77.000994,0.6079975476948993,0.8287312523188348
146,38.901527,-77.000994,0.5734026602738428,0.8188349973796647
147,38.902289,-77.017461,0.7913813276854998,0.8811902361104994
148,38.902289,-77.017461,0.7822096355729137,0.8785665708773966
149,38.902289,-77.017461,0.7819736279161639,0.8784990582443776
150,38.902289,-77.017461,0.7917875377421104,0.8813064370459192
151,38.933538,-77.081833,0.053662849773515625,0.6701576045572626
152,38.933538,-77.081833,0.05432602323157246,0.6703473127511336
153,38.909885,-77.038968,0.7807593487774701,0.8781517000992977
154,38.933538,-77.081833,0.08698154337880898,0.6796887899646584
155,38.906087,-76.989169,0.238778036778574,0.7231118767136498
156,38.933538,-77.081833,0.0830016854236163,0.6785503070302612
157,38.913283,-77.064029,0.28297571507904157,0.7357551175156024
158,38.90298,-77.049361,0.5607222786596288,0.8152076322244352
159,38.913751,-77.015362,1.040448450275787,0.9524386755726486
160,38.89055,-77.001382,0.5134346781813449,0.8016804845826746
161,38.925262,-76.979754,0.7088909609465588,0.8575929429804942
162,38.91437,-77.015255,0.9778276126900314,0.9345252837552261
163,38.949942,-77.066269,0.4278475895945158,0.7771973394910947
164,38.917576,-77.042732,0.41085617513055767,0.7723367551143961
165,38.89071,-77.001548,0.5192149508455426,0.8033339963055657
166,38.92118,-77.044633,0.5290279664179122,0.8061411192958577
167,38.901527,-77.000994,0.5747330908000928,0.8192155819298145
168,38.962354,-77.072564,0.603527396523663,0.8274525155197012
169,38.902289,-77.017461,0.7771095516122427,0.8771076347498794
170,38.901527,-77.000994,0.5674135065173743,0.8171217328812861
171,38.890335,-77.003237,0.394189568578361,0.767569085678045
172,38.915557,-77.019869,1.0175858436697227,0.9458985709382899
173,38.901527,-77.000994,0.5846156880500257,0.8220426095381468
174,38.904788,-77.025725,0.957898455098963,0.9288243250602698
175,38.949942,-77.066269,0.4420127152494996,0.7812494323052999
176,38.958178,-77.025649,0.4751793207507046,0.7907371112074438
177,38.902289,-77.017461,0.7823273098630332,0.8786002329257979
178,38.877481,-77.016322,0.5058034170939144,0.799497476894012
179,38.903416,-77.017746,0.782881654406765,0.8787588093900639
180,38.933538,-77.081833,0.05614673581438717,0.6708681479737256
181,38.919848,-77.041428,0.47024602654630226,0.7893258871574134
182,38.907003,-77.032375,0.9384614534966119,0.9232641530970321
183,38.902289,-77.017461,0.7781981607853382,0.8774190435940519
184,38.877481,-77.016322,0.48132950755661796,0.7924964410128589
185,38.900443,-77.0183,0.8046982812142692,0.8849996997901981
186,38.902289,-77.017461,0.7816179563735304,0.8783973144168093
187,38.902289,-77.017461,0.7784986431465268,0.8775049999382611
188,38.896854,-77.045959,0.6365195366851822,0.8368902866577713
189,38.935844,-77.081871,0.100562894921293,0.6835738876569004
190,38.935844,-77.081871,0.10274068616150664,0.6841968692279959
191,38.926666,-77.038605,0.6926123513432318,0.8529362644161439
192,38.910919,-77.004097,0.5535465953554308,0.813154947662211
193,38.943722,-77.061241,0.3503716375721924,0.7550344758420241
194,38.935844,-77.081871,0.092873578378115,0.6813742725550183
195,38.900784,-77.016937,0.7512306184933281,0.8697046761397978
196,38.875164,-77.006271,0.35164223341111434,0.7553979440098368
197,38.932728,-77.072136,0.4717354886111419,0.7897519644600064
198,38.910919,-77.004097,0.5566655895751238,0.8140471708851457
199,38.90517,-77.006294,0.8227432866368667,0.8901616756586913
200,38.927567,-77.006165,0.5430560563526599,0.810154011507768
201,38.91724,-77.033684,0.914578013682713,0.9164320276923167
202,38.942833,-77.061111,0.4002651858595692,0.769307084035891
203,38.910355,-77.022186,1.0862609284902025,0.9655438479724606
204,38.904102,-77.017403,0.7727065350606693,0.8758481025604716
205,38.884689,-76.958511,-0.04576160956408953,0.6417161246120145
206,38.910309,-77.008553,0.850963497903482,0.898234383100476
207,38.935863,-77.03698,0.6347945372407898,0.8363968312502176
208,38.902828,-77.051842,0.499149036511818,0.7975939168129751
209,38.875622,-77.007805,0.3531038752616038,0.7558160630285853
210,38.950413,-77.066544,0.41617817974257354,0.7738591741292906
211,38.906921,-77.050743,0.5210802021124248,0.8038675723174777
212,38.906509,-77.035507,0.8526435818131075,0.898714989916347
213,38.908566,-77.034256,1.0718152329514754,0.9614114950011986
214,38.880337,-77.006493,0.20636567069364767,0.7138399564424798
215,38.896996,-77.045799,0.6381100051710515,0.8373452579781665
216,38.918381,-77.023216,0.8833412706914164,0.9074964075716669
217,38.907059,-77.045364,0.5646660659785523,0.81633579674941
218,38.901981,-76.979874,0.5470081256372428,0.8112845451817609
219,38.935844,-77.081871,0.10274068616150664,0.6841968692279959
220,38.95285,-77.016182,0.2114693945228762,0.7152999337951571
221,38.922646,-77.037392,0.7838970155175806,0.879049264805792
222,38.9529,-77.068192,0.5059825685816287,0.799548725183205
223,38.950451,-77.007439,-0.021144117390673862,0.6487582339140632
224,38.914276,-77.038185,0.6483484272383382,0.840274073260017
225,38.906879,-77.03418,0.9353090397808868,0.922362369853027
226,38.906502,-77.052681,0.4813060390560943,0.7924897275854845
227,38.919609,-77.045685,0.3311643254033496,0.7495400091132959
228,38.901974,-76.979866,0.5708156228085939,0.8180949463431724
229,38.878433,-77.018265,0.5130143438155893,0.8015602432304602
230,38.880337,-77.006493,0.2542038855000766,0.7275246134785669
231,38.899643,-77.015663,0.7333778048901398,0.8645976788934041
232,38.916546,-77.023216,1.0658011125627238,0.9596910885180799
233,38.874168,-77.00029,0.2783560937404387,0.7344336231013318
234,38.921452,-77.081009,0.05202671314753184,0.6696895693539974
235,38.906509,-77.035507,0.8341211889659033,0.8934164520292769
236,38.952862,-77.068962,0.5352671244581129,0.8079259003191375
237,38.88036,-77.006203,0.25386429153680296,0.7274274688226107
238,38.93932,-77.037277,0.497161306369975,0.7970253043473662
239,38.912079,-77.041969,0.6003134232313325,0.8265331224694662
240,38.962872,-77.07473,0.6326959697431137,0.8357965125178196
241,38.948097,-77.066391,0.49356751352626216,0.7959972596612516
242,38.89502,-76.977888,0.5013272594879741,0.7982170218869716
243,38.878433,-77.018265,0.5338290528208751,0.8075145238238282
244,38.874168,-77.00029,0.25440869921747733,0.7275832027359265
245,38.878433,-77.018265,0.5439062161808185,0.8103972092466737
246,38.935116,-77.033882,0.6158196172353037,0.830968842902137
247,38.923958,-77.053108,0.21184791065693637,0.7154082125739157
