listing_db_id,latitude,longitude,cluster
330,38.9165,-77.0316,692
331,38.9267,-77.0386,615
332,38.9285,-77.0336,705
333,38.9529,-77.069,523
334,38.8803,-77.0065,519
335,38.9282,-77.0737,506
336,38.878,-77.0055,531
337,38.9269,-77.0404,606
338,38.919,-77.0354,703
339,38.8996,-77.0157,622
340,38.931,-77.037,610
341,38.9052,-77.0063,603
342,38.9041,-77.0174,662
343,38.902,-76.9799,643
344,38.875,-77.0084,545
345,38.9041,-77.0174,662
346,38.912,-77.0316,642
347,38.8784,-77.0183,547
348,38.904,-77.0483,591
349,38.9065,-77.0332,650
350,38.9238,-77.0248,1248
351,38.9731,-77.0283,473
352,38.9184,-77.0231,677
353,38.9343,-77.072,495
354,38.9088,-77.0485,590
355,38.9143,-77.0382,683
356,38.908,-76.9826,1214
357,38.9069,-77.0342,664
358,38.9163,-77.0322,691
359,38.9071,-77.0454,586
360,38.905,-77.029,657
361,38.9065,-77.0332,650
362,38.9358,-77.0819,497
363,38.9041,-77.0174,662
364,38.8982,-76.9739,1207
365,38.915,-77.0446,690
366,38.9337,-76.9915,557
367,38.9184,-77.0232,677
368,38.9104,-77.0222,672
369,38.9058,-77.0299,656
370,38.875,-77.0084,545
371,38.8752,-77.0063,535
372,38.8795,-77.0046,538
373,38.9069,-77.0342,664
374,38.8797,-77.0141,551
2652,38.8963,-76.9801,658
375,38.8803,-77.0065,519
376,38.897,-77.0458,480
377,38.9351,-77.0339,611
378,38.875,-77.0084,545
379,38.9184,-77.0232,677
380,38.9529,-77.0682,522
381,38.915,-77.0446,690
382,38.8756,-77.0078,544
383,38.9014,-77.0528,588
384,38.9086,-77.0343,649
385,38.9322,-77.0294,693
386,38.9267,-77.0386,615
387,38.9088,-77.0485,590
388,38.9229,-77.074,493
389,38.9285,-77.0336,705
390,38.9285,-77.0336,705
391,38.9362,-77.0557,524
392,38.8803,-77.0065,519
393,38.9175,-77.0682,490
394,38.9047,-77.0519,592
395,38.8743,-77.0008,485
396,38.9184,-77.0232,677
397,38.9065,-77.0332,650
398,38.947,-77.0646,521
399,38.8797,-77.0141,551
400,38.9175,-77.0682,490
401,38.8809,-76.9877,514
402,38.9363,-77.0739,496
403,38.9088,-77.0485,590
404,38.8752,-77.0063,535
405,38.902,-76.9799,643
406,38.9073,-76.9981,584
407,38.9052,-77.0063,603
408,38.9337,-76.9915,557
409,38.9113,-77.037,684
410,38.9165,-77.0232,669
411,38.9069,-77.0507,600
412,38.9068,-77.0113,1326
413,38.9581,-77.0024,463
414,38.9045,-77.0249,637
415,38.9172,-77.0337,686
479,38.8999,-76.9974,594
416,38.904,-77.0483,591
417,38.897,-77.0458,480
418,38.9052,-77.0063,603
419,38.9358,-77.0819,497
420,38.9358,-77.0819,497
421,38.9228,-77.0307,706
422,38.9322,-77.0294,693
423,38.9207,-77.0316,698
424,38.9124,-77.0316,642
425,38.9267,-77.0386,615
426,38.9268,-77.0538,550
427,38.9581,-77.0024,463
428,38.9216,-77.037,633
429,38.8804,-77.0062,518
430,38.902,-76.9799,643
431,38.9017,-77.035,567
432,38.9047,-77.0519,592
433,38.9073,-76.9981,584
434,38.878,-77.0055,531
435,38.9267,-77.0386,615
436,38.9215,-77.081,501
437,38.9358,-77.0819,497
438,38.9088,-77.0327,644
439,38.8775,-77.0163,556
440,38.9109,-77.0041,579
441,38.8788,-77.0211,536
442,38.9485,-77.0652,526
443,38.9008,-77.0169,630
444,38.9267,-77.0386,615
445,38.9721,-77.0338,1090
446,38.9226,-77.0374,632
447,38.9109,-77.0041,579
448,38.9071,-77.0454,586
449,38.8964,-77.0469,479
450,38.9267,-77.0386,615
451,38.9041,-77.0174,662
452,38.9379,-77.0239,635
453,38.897,-77.0458,480
454,38.9075,-77.0493,599
455,38.938,-77.0604,515
456,38.902,-76.9799,643
457,38.9124,-77.0316,642
458,38.9428,-77.0611,542
459,38.9362,-77.0557,524
460,38.9075,-77.0323,655
461,38.875,-77.0084,545
462,38.8999,-76.9974,594
463,38.9528,-77.0162,569
464,38.9285,-77.0336,705
465,38.9375,-77.0336,1312
466,38.8804,-77.0062,518
467,38.9065,-77.0527,580
468,38.897,-77.0458,480
469,38.9362,-77.0557,524
470,38.8972,-77.0023,1185
471,38.8803,-77.0065,519
472,38.8795,-77.0046,538
473,38.9393,-77.0373,602
474,38.9333,-77.0575,541
475,38.9086,-77.0343,649
476,38.9069,-77.0507,600
477,38.9181,-77.045,608
478,38.924,-77.0531,540
480,38.9393,-77.0373,602
481,38.9171,-77.0227,670
482,38.9361,-77.0349,613
483,38.9103,-77.0086,660
484,38.9358,-77.0819,497
485,38.8752,-77.0063,535
486,38.9109,-77.0041,579
487,38.8717,-76.9781,419
488,38.8803,-77.0065,519
489,38.8971,-77.0453,481
490,38.9215,-77.0439,628
491,38.8784,-77.0183,547
492,38.8756,-77.0078,544
493,38.9109,-77.0041,579
494,38.897,-77.0458,480
495,38.8768,-77.0157,560
496,38.8743,-77.0008,485
497,38.9124,-77.0316,642
498,38.9285,-77.0336,705
499,38.9505,-77.0074,504
500,38.8991,-77.0192,618
501,38.9481,-77.0664,527
502,38.9581,-77.0024,463
503,38.9104,-77.0222,672
504,38.9041,-77.0174,662
505,38.9362,-77.0557,524
506,38.9393,-77.0275,1274
507,38.9269,-77.0404,606
508,38.8742,-77.0003,484
509,38.9529,-77.0682,522
510,38.8712,-77.0067,486
511,38.9299,-77.0556,555
512,38.9014,-77.053,587
513,38.8803,-77.0065,519
514,38.8759,-77.0086,539
515,38.8998,-77.0334,568
516,38.9014,-77.0528,588
517,38.9226,-77.0374,632
518,38.9002,-77.0519,581
519,38.9412,-77.002,483
520,38.902,-76.9799,643
563,38.9362,-77.0557,524
521,38.8804,-77.0062,518
522,38.9103,-77.0086,660
523,38.9529,-77.069,523
524,38.9358,-77.0819,497
525,38.9194,-77.0274,1298
526,38.8795,-77.0056,534
527,38.9103,-77.0086,660
528,38.9351,-77.0339,611
529,38.8743,-77.0008,485
530,38.9529,-77.069,523
531,38.9088,-77.0327,644
532,38.9165,-77.0232,669
533,38.8784,-77.0183,547
534,38.9437,-77.0612,543
535,38.9076,-77.0343,668
536,38.9276,-77.0062,471
537,38.9251,-77.077,491
538,38.9184,-77.0232,677
539,38.8996,-77.0157,622
540,38.9326,-77.073,494
541,38.875,-77.0084,545
542,38.9333,-77.0567,541
543,38.9206,-77.0708,492
544,38.9333,-77.0575,541
545,38.9035,-77.0177,663
546,38.9065,-77.0332,650
547,38.9362,-77.0557,524
548,38.8998,-77.0334,568
549,38.9215,-77.081,501
550,38.9094,-77.0406,680
551,38.9103,-77.0086,660
552,38.9045,-77.0249,637
553,38.9481,-77.0664,527
554,38.9071,-77.0454,586
555,38.8803,-77.0065,519
556,38.8999,-76.9974,594
557,38.8803,-77.0065,519
558,38.9267,-77.0421,607
559,38.9215,-77.081,501
560,38.8999,-76.9974,594
561,38.9379,-77.0249,634
562,38.9358,-77.0819,497
564,38.9358,-77.0819,497
565,38.9109,-77.0041,579
566,38.9529,-77.0682,522
567,38.8999,-76.9974,594
568,38.9042,-77.0286,645
569,38.9215,-77.081,501
570,38.9354,-77.0361,1277
571,38.9002,-77.0519,581
572,38.8964,-77.0469,479
573,38.9379,-77.0249,634
574,38.897,-77.0458,480
575,38.9485,-77.0652,526
576,38.9028,-77.0054,593
577,38.8999,-76.9974,594
578,38.8768,-77.0157,560
579,38.8756,-77.0078,544
580,38.9125,-76.9897,1165
581,38.9103,-77.0086,660
582,38.9109,-77.0041,579
583,38.9131,-77.0169,678
584,38.902,-76.9799,643
585,38.9172,-77.0337,686
586,38.8742,-77.0003,484
587,38.8797,-77.0141,551
588,38.9529,-77.069,523
589,38.8996,-77.0157,622
590,38.8795,-77.0056,534
591,38.9041,-77.0174,662
592,38.9002,-77.0519,581
593,38.9207,-77.0316,698
594,38.9358,-77.0819,497
595,38.931,-77.037,610
596,38.8791,-77.0134,552
597,38.9103,-77.0558,573
598,38.9768,-77.0263,473
599,38.9008,-77.0169,630
600,38.8797,-77.0141,551
601,38.9269,-77.0404,606
602,38.9104,-77.0222,672
603,38.931,-77.037,610
604,38.9285,-77.0336,705
605,38.8756,-77.0078,544
606,38.9581,-77.0024,463
607,38.9143,-77.0382,683
608,38.915,-77.0446,690
609,38.878,-77.0055,531
610,38.8756,-77.0078,544
611,38.904,-77.0483,591
612,38.9185,-77.0231,677
613,38.8742,-77.0003,484
614,38.9165,-77.0232,669
615,38.9481,-77.0664,527
616,38.9285,-77.0336,705
617,38.9028,-77.0518,582
618,38.9235,-77.0423,620
619,38.9215,-77.081,501
620,38.9165,-77.0232,669
621,38.9078,-77.034,667
622,38.875,-77.0084,545
623,38.9581,-77.0024,463
624,38.8803,-77.0065,519
625,38.9034,-77.0159,639
626,38.9047,-77.0519,592
627,38.9282,-77.0737,506
628,38.9227,-77.0292,699
629,38.9017,-77.035,567
630,38.8756,-77.0078,544
631,38.9267,-77.0386,615
632,38.9207,-77.0316,698
633,38.8803,-77.0065,519
634,38.8791,-77.0134,552
635,38.9362,-77.0557,524
636,38.897,-77.0458,480
637,38.9269,-77.0404,606
638,38.8775,-77.0163,556
639,38.9035,-77.0177,663
640,38.9103,-77.0086,660
641,38.8811,-76.9987,510
642,38.9047,-77.0519,592
643,38.9355,-77.054,525
644,38.9358,-77.0819,497
645,38.8997,-76.9942,598
646,38.9268,-77.0428,607
647,38.939,-77.0611,515
648,38.9103,-77.0533,573
649,38.8795,-77.0046,538
650,38.9109,-77.0041,579
651,38.9428,-77.0611,542
652,38.9171,-77.0227,670
653,38.917,-77.0472,604
654,38.8943,-76.9834,1184
655,38.9299,-77.0318,701
656,38.9207,-77.0316,698
657,38.9109,-77.0041,579
658,38.8756,-77.0078,544
659,38.9014,-77.053,587
660,38.9184,-77.0232,677
661,38.897,-77.0458,480
662,38.9028,-77.0518,582
663,38.875,-77.0084,545
664,38.9629,-77.0747,505
665,38.902,-76.9799,643
666,38.9104,-76.9874,625
667,38.9361,-77.0349,613
668,38.8964,-77.0105,470
669,38.9165,-77.0232,669
670,38.8804,-77.0062,518
671,38.9058,-77.0299,656
672,38.8803,-77.0065,519
673,38.9215,-77.0439,628
674,38.8788,-77.0211,536
675,38.9181,-77.045,608
676,38.9103,-77.0086,660
677,38.9393,-77.0373,602
678,38.9038,-76.9818,1230
679,38.8804,-77.0062,518
680,38.8756,-77.0078,544
681,38.9109,-77.0041,579
682,38.9103,-77.0086,660
683,38.9358,-77.0819,497
684,38.9103,-77.0086,660
685,38.9184,-77.0232,677
686,38.9028,-77.0518,582
687,38.905,-77.029,657
688,38.9103,-77.0086,660
689,38.9229,-77.074,493
690,38.9358,-77.0819,497
691,38.9103,-77.0086,660
692,38.9528,-77.0162,569
693,38.9304,-77.0313,700
694,38.9175,-77.0682,490
695,38.9226,-77.0374,632
696,38.8786,-77.008,516
697,38.938,-77.0604,515
698,38.9065,-77.0355,653
699,38.9165,-77.0232,669
700,38.9127,-76.9869,1171
701,38.924,-77.0531,540
702,38.8874,-76.9997,1178
703,38.9052,-77.0063,603
704,38.8804,-77.0062,518
705,38.9285,-77.0336,705
706,38.8784,-77.0183,547
707,38.9065,-77.0355,653
708,38.9103,-77.0086,660
709,38.8998,-77.0334,568
710,38.9028,-77.0054,593
711,38.9428,-77.0611,542
712,38.9358,-77.0819,497
713,38.9362,-77.0557,524
714,38.9173,-77.0299,1240
715,38.8999,-76.9974,594
716,38.897,-77.0458,480
717,38.9437,-77.0612,543
718,38.9358,-77.0819,497
719,38.8743,-77.0008,485
720,38.9109,-77.0041,579
721,38.8999,-76.9974,594
722,38.9485,-77.0652,526
723,38.9045,-77.0249,637
724,38.8982,-76.9739,1207
725,38.9151,-76.9718,1091
726,38.9028,-77.0054,593
727,38.9358,-77.0819,497
728,38.9079,-77.0336,1259
729,38.9412,-77.002,483
730,38.9333,-77.0575,541
731,38.8997,-76.9942,598
732,38.8756,-77.0078,544
733,38.9285,-77.0336,705
734,38.9047,-77.0519,592
735,38.8784,-77.0183,547
736,38.9428,-77.0611,542
737,38.9114,-77.0379,684
738,38.8996,-77.0157,622
739,38.875,-77.0084,545
740,38.8756,-77.0078,544
741,38.8786,-77.008,516
742,38.9053,-77.0299,656
743,38.9285,-77.0336,705
744,38.9058,-77.0299,656
745,38.9285,-77.0336,705
746,38.9388,-76.9934,520
747,38.9358,-77.0819,497
748,38.8791,-77.0134,552
749,38.9211,-77.0321,697
750,38.8775,-77.0163,556
751,38.9094,-77.0406,680
752,38.9261,-77.0378,617
753,38.9282,-77.0737,506
754,38.9358,-77.0819,497
755,38.9042,-77.0286,645
756,38.8817,-76.9913,514
757,38.9104,-77.0222,672
758,38.9481,-77.0664,527
759,38.9114,-77.0197,679
760,38.9319,-77.0555,1211
761,38.917,-77.0472,604
762,38.8761,-77.0147,553
763,38.9065,-77.0355,653
764,38.916,-77.0483,605
765,38.9071,-77.0454,586
766,38.9052,-77.0243,638
767,38.8996,-77.0157,622
768,38.8756,-77.0078,544
769,38.878,-77.0055,531
770,38.9065,-77.0355,653
771,38.9028,-77.0518,582
772,38.9065,-77.0332,650
773,38.8788,-77.0211,536
774,38.9199,-77.044,614
775,38.9047,-77.0519,592
776,38.8795,-77.0056,534
777,38.9261,-77.0378,617
778,38.9227,-77.0292,699
779,38.9076,-77.0343,668
780,38.9343,-77.072,495
781,38.8735,-77.0094,508
782,38.8752,-77.0063,535
783,38.9351,-77.0339,611
784,38.8735,-77.0094,508
785,38.875,-77.0084,545
786,38.8795,-77.0056,534
787,38.9041,-77.0174,662
788,38.8756,-77.0078,544
789,38.897,-77.0458,480
790,38.9104,-77.0222,672
791,38.9103,-77.0086,660
792,38.8999,-76.9974,594
793,38.9047,-77.0519,592
794,38.8762,-76.9667,414
795,38.8788,-77.0211,536
796,38.9109,-77.0041,579
797,38.9528,-77.0162,569
798,38.8796,-77.0049,537
799,38.8768,-77.0157,560
800,38.9041,-77.0174,662
801,38.8964,-77.0469,479
802,38.9377,-77.0361,1263
803,38.9187,-77.0361,702
804,38.8791,-77.0134,552
805,38.9358,-77.0819,497
806,38.9041,-77.0174,662
807,38.9481,-77.0664,527
808,38.9004,-77.001,597
809,38.9165,-77.0232,669
810,38.8788,-77.0211,536
811,38.9215,-77.0439,628
812,38.9069,-77.0342,664
813,38.9362,-77.0557,524
814,38.8788,-77.0211,536
815,38.9073,-76.9981,584
816,38.8797,-77.0141,551
817,38.9226,-77.0374,632
818,38.9014,-77.0528,588
819,38.9269,-77.0404,606
820,38.8795,-77.0046,538
821,38.902,-76.9799,643
822,38.9151,-76.9718,1091
823,38.9103,-77.0086,660
824,38.9538,-77.028,1227
825,38.8756,-77.0078,544
826,38.9028,-77.0054,593
827,38.9175,-77.0682,490
828,38.9358,-77.0819,497
829,38.8768,-77.0156,559
830,38.9388,-76.9934,520
831,38.9362,-77.0557,524
832,38.9428,-77.0611,542
833,38.9103,-77.0086,660
834,38.8996,-77.0157,622
835,38.9071,-77.0454,586
836,38.9215,-77.081,501
837,38.9428,-77.0611,542
838,38.8804,-77.0062,518
839,38.9045,-77.0249,637
840,38.875,-77.0084,545
841,38.9103,-77.0086,660
842,38.8964,-77.0469,479
843,38.9485,-77.0652,526
844,38.8712,-77.0067,486
845,38.9099,-76.986,625
846,38.9358,-77.0819,497
847,38.903,-77.0133,1239
848,38.8742,-77.0003,484
849,38.9355,-77.054,525
850,38.9071,-77.0454,586
851,38.8784,-77.0183,547
852,38.9229,-77.074,493
853,38.9226,-77.0374,632
854,38.902,-76.9799,643
855,38.9358,-77.0819,497
2168,38.9084,-77.0099,1327
856,38.9181,-77.045,608
857,38.875,-77.0084,545
858,38.8791,-77.0134,552
859,38.875,-77.0084,545
860,38.9069,-77.0342,664
861,38.9318,-77.0376,609
862,38.9104,-77.0222,672
863,38.9172,-77.0337,686
864,38.8795,-77.0046,538
865,38.9528,-77.0162,569
866,38.9047,-77.0519,592
867,38.9228,-77.0307,706
868,38.8803,-77.0065,519
869,38.8803,-77.0065,519
870,38.9052,-77.0063,603
871,38.9505,-77.0074,504
872,38.9014,-77.053,587
873,38.9109,-77.0041,579
874,38.8996,-77.0157,622
875,38.9312,-77.0248,688
876,38.9437,-77.0612,543
877,38.9285,-77.0336,705
878,38.9172,-77.0337,686
879,38.8795,-77.0056,534
880,38.9088,-77.0327,644
881,38.9228,-77.0307,706
882,38.9235,-77.0423,620
883,38.9047,-77.0519,592
884,38.8964,-77.0469,479
885,38.9358,-77.0819,497
886,38.8735,-77.0094,508
887,38.9355,-77.054,525
888,38.9355,-77.054,525
889,38.9041,-77.0174,662
890,38.9103,-77.0086,660
891,38.9004,-76.9852,623
892,38.9299,-77.0318,701
893,38.9275,-77.0542,550
894,38.904,-77.0483,591
895,38.9088,-77.0327,644
896,38.905,-77.029,657
897,38.9095,-77.0484,589
898,38.9304,-77.0313,700
899,38.9251,-77.077,491
900,38.902,-76.9799,643
901,38.9293,-77.0734,507
902,38.9362,-77.0557,524
903,38.8756,-77.0078,544
904,38.9361,-77.0349,613
905,38.8996,-77.0157,622
906,38.9437,-77.0612,543
907,38.8775,-77.0163,556
908,38.9481,-77.0664,527
909,38.929,-77.0543,554
910,38.9358,-77.0819,497
911,38.9293,-77.0734,507
912,38.9505,-77.0074,504
913,38.9171,-77.0227,670
914,38.9041,-77.0174,662
915,38.9285,-77.0336,705
916,38.9211,-77.0321,697
917,38.8735,-77.0094,508
918,38.902,-76.9799,643
919,38.904,-77.0483,591
920,38.9282,-77.0737,506
921,38.9109,-77.0041,579
922,38.8756,-77.0078,544
923,38.875,-77.0084,545
924,38.875,-77.0084,545
925,38.9002,-77.0519,581
926,38.9075,-77.0323,655
927,38.9069,-77.0342,664
928,38.8735,-77.0094,508
929,38.9035,-77.0177,663
930,38.8756,-77.0078,544
