listing_db_id,latitude,longitude,price,aqi,nwi_score,nearest_bus_stop_miles,nearby_bus_stops,nearby_parks,nearest_park_miles
21380,39.320701,-76.563927,1850,47,14.5,21.25,0,0,23.38
21381,39.325261,-76.56852,2100,47,11.3,21.3,0,0,23.44
21382,39.307477,-76.664222,1600,47,11.7,17.09,0,0,19.32
21383,39.288901,-76.609306,2400,47,19.2,17.98,0,0,20.12
21384,39.305097,-76.578696,1650,47,13.3,19.93,0,0,22.05
21385,39.30188,-76.666887,2500,47,10.3,16.69,0,0,18.92
21386,39.287517,-76.591896,2400,47,17.0,18.58,0,0,21.09
21387,39.232998,-76.618425,2000,47,12.0,16.71,0,0,17.34
21388,39.285355,-76.628702,2395,47,18.5,17.09,0,0,19.24
21389,39.3244,-76.587989,2000,47,13.3,20.55,0,0,22.71
21390,39.046209,-76.064201,2250,47,8.5,35.97,0,0,40.77
21391,38.986532,-76.281559,2700,47,9.2,23.79,0,0,28.61
21392,39.033144,-76.309816,2850,47,7.5,22.87,0,0,27.64
21393,38.970035,-76.289701,2750,47,6.7,23.25,0,0,28.07
21394,38.973221,-76.272507,1200,47,8.3,24.19,0,0,29.01
21395,38.989288,-76.286809,3800,47,9.2,23.53,0,0,28.35
21396,38.969864,-76.312286,2400,47,8.5,22.04,0,0,26.86
21397,38.968505,-76.29892,2950,47,6.7,22.75,0,0,27.57
21398,38.985331,-76.280658,2150,47,9.2,23.83,0,0,28.65
21399,38.957595,-76.298738,3350,47,6.7,22.73,0,0,27.54
21400,38.986301,-76.288399,2100,47,9.2,23.42,0,0,28.24
21401,38.971787,-76.322347,3500,47,8.5,21.51,0,0,26.33
21402,39.203646,-77.243414,5000,48,15.7,7.15,0,0,8.06
21403,39.130495,-77.234599,2800,46,12.8,3.75,0,0,2.99
21404,39.03084,-77.079364,3100,46,11.5,0.19,26,1,0.56
21405,39.058852,-76.943,3500,46,12.2,0.08,40,0,1.76
21406,39.10203,-76.930356,3500,46,12.3,0.49,30,0,1.3
21407,39.125804,-77.243965,2800,46,19.0,4.19,0,0,2.78
21408,39.060682,-76.948358,3500,46,12.2,0.19,37,0,1.71
21409,39.278278,-77.208926,2200,48,11.2,11.18,0,0,12.76
21410,39.015829,-77.078002,5900,46,11.7,0.03,26,0,1.0
21411,39.089295,-77.133532,3000,46,13.0,0.69,12,2,0.36
21412,39.027748,-77.154556,2095,46,8.2,0.66,1,0,1.03
21413,39.277869,-77.204309,2550,48,13.5,11.1,0,0,12.69
21414,38.984043,-77.096846,2450,45,18.0,0.09,29,1,0.92
21415,39.174072,-77.200734,2200,46,11.8,4.21,0,0,5.65
21416,39.178639,-77.27919,1900,46,14.3,7.36,0,0,6.85
21417,39.015745,-77.108001,2500,46,12.0,0.53,21,2,0.3
21418,39.126427,-77.167952,4400,46,10.5,0.48,6,0,2.1
21419,39.093895,-77.112871,2150,46,12.7,1.28,0,0,1.01
21420,39.109327,-77.007272,2500,46,4.8,0.37,14,0,3.16
21421,38.978311,-77.149284,8700,45,12.8,0.62,13,0,1.2
21422,39.050437,-77.110543,2595,46,12.2,0.08,29,1,0.59
21423,39.039655,-77.028987,3199,46,14.2,0.22,16,0,2.16
21424,39.03763,-77.027814,2000,46,14.2,0.1,16,0,2.23
21425,38.963809,-77.101565,3000,45,14.2,0.02,33,1,0.5
21426,39.087846,-76.939725,3300,46,12.7,0.16,57,1,0.29
21427,39.121097,-77.236139,1850,46,18.8,3.74,0,0,2.36
21428,39.178525,-77.278086,1600,46,14.3,7.3,0,0,6.82
21429,38.99295,-77.102203,2950,45,16.3,0.07,43,0,1.19
21430,38.999964,-77.208968,15000,46,9.2,1.02,0,0,2.96
21431,39.158658,-77.168357,3180,46,14.7,2.68,0,0,4.33
21432,39.177728,-77.284066,2800,46,9.3,7.54,0,0,6.91
21433,39.077408,-77.143341,750,46,15.5,0.24,20,1,0.22
21434,39.198967,-77.142633,950,46,7.7,5.59,0,0,7.23
21435,39.02806,-77.106634,2250,46,13.0,1.16,0,0,1.07
21436,39.188383,-77.202541,2334,46,11.7,5.14,0,0,6.62
21437,39.149766,-77.27546,2250,46,14.8,6.25,0,0,4.98
21438,39.171082,-77.257948,1500,46,10.8,6.13,0,0,5.98
21439,39.156545,-77.167716,1850,46,15.2,2.54,0,0,4.18
21440,39.063877,-76.972253,1850,46,13.8,0.34,23,0,1.67
21441,39.193702,-77.100572,2995,46,5.8,3.35,0,0,7.06
21442,39.111869,-77.169499,4800,46,14.5,0.3,12,0,1.1
21443,39.151365,-77.224996,2700,46,15.3,3.9,0,0,4.42
21444,39.178176,-77.186746,2750,46,11.8,4.19,0,0,5.75
21445,38.978202,-77.09168,2425,45,19.7,0.4,20,1,0.68
21446,39.124255,-77.166914,3750,46,10.5,0.32,8,0,1.96
21447,39.158232,-77.163712,2000,46,14.7,2.65,0,0,4.31
21448,38.997291,-76.990334,2100,45,11.5,0.2,60,1,0.28
21449,39.159367,-77.203751,1400,46,15.0,3.43,0,0,4.75
21450,39.0354,-77.118347,3150,46,14.2,0.77,8,2,0.69
21451,39.221028,-77.28799,4600,48,7.8,9.61,0,0,9.75
21452,39.169797,-77.259135,2000,46,16.5,6.13,0,0,5.92
21453,39.089329,-77.140805,2400,46,14.7,0.43,21,2,0.48
21454,39.16038,-77.263389,2400,46,14.2,5.97,0,0,5.37
21455,38.981151,-77.13366,6500,45,12.3,0.16,13,0,1.48
21456,39.092065,-76.92905,2250,46,14.0,0.1,26,1,0.72
21457,38.987178,-77.097444,3000,45,17.5,0.1,33,0,1.13
21458,39.125872,-77.225637,2800,46,10.3,3.22,0,0,2.66
21459,38.989529,-77.030387,2275,45,13.8,0.1,111,0,2.31
21460,39.078287,-77.214528,4300,46,9.0,2.4,0,1,0.88
21461,39.144876,-77.062304,3350,46,15.7,0.25,35,0,3.68
21462,39.170131,-77.183692,3450,46,13.7,3.61,0,0,5.18
21463,39.028009,-77.009956,2950,46,10.5,0.03,38,0,2.24
21464,39.033937,-77.103248,8000,46,13.0,0.77,7,0,0.88
21465,39.158939,-77.272488,2550,46,12.7,6.35,0,0,5.47
21466,38.974991,-77.168076,595,45,14.7,1.27,0,1,0.32
21467,39.116138,-77.17067,2650,46,17.7,0.24,10,0,1.4
21468,39.154908,-77.059268,2100,46,15.7,0.03,27,0,4.36
21469,38.982705,-77.088866,12500,45,16.3,0.16,47,0,1.02
21470,39.189305,-77.188231,4200,46,11.2,4.95,0,0,6.52
21471,39.152845,-77.227934,2750,46,15.3,4.08,0,0,4.52
21472,39.07365,-77.155014,875,46,15.0,0.46,24,1,0.65
21473,39.004429,-77.01344,1900,45,11.8,0.39,24,0,1.42
21474,39.095296,-77.192002,3095,46,15.2,1.97,0,0,1.23
21475,39.212648,-77.26599,2995,48,12.0,8.39,0,0,8.87
21476,39.155007,-77.27333,2000,46,12.8,6.28,0,0,5.24
21477,39.113067,-77.221553,2800,46,15.3,2.97,0,0,1.82
21478,39.177833,-77.27544,2995,46,14.3,7.16,0,0,6.73
21479,39.035159,-77.034909,3300,46,15.0,0.08,25,0,1.83
21480,39.164264,-77.206012,2800,46,14.3,3.77,0,0,5.11
21481,39.146628,-77.281774,3100,46,12.5,6.5,0,0,4.98
21482,39.024903,-77.10584,1550,46,9.8,0.93,0,1,0.88
21483,39.05171,-77.104735,2500,46,13.7,0.07,28,0,0.9
21484,39.112999,-77.202974,4280,46,14.8,1.98,0,0,2.25
21485,39.283672,-77.204022,1800,48,13.5,11.49,0,0,13.09
21486,39.13232,-77.191322,2699,46,14.2,1.66,0,0,2.78
21487,39.149962,-77.237746,2600,46,13.2,4.42,0,0,4.35
21488,39.150174,-77.275479,2099,46,14.8,6.26,0,0,5.01
21489,39.023949,-77.151049,3700,46,11.8,0.48,9,1,0.75
21490,39.01523,-77.088601,4200,46,12.0,0.47,17,1,0.85
21491,39.123496,-77.211727,2250,46,13.8,2.45,0,0,2.66
21492,39.085878,-77.139175,3200,46,14.8,0.43,21,3,0.68
21493,39.096877,-77.209344,3995,46,12.5,2.83,0,0,1.24
21494,39.13232,-77.191322,2092,46,14.2,1.66,0,0,2.78
21495,39.076685,-77.119165,3000,46,12.7,0.04,19,1,0.51
21496,39.161432,-77.211473,2800,46,13.5,3.8,0,0,5.2
21497,39.173224,-77.254393,2500,46,13.2,6.07,0,0,6.08
21498,39.183191,-77.196752,3200,46,12.7,4.69,0,0,6.2
21499,39.175079,-77.243417,2150,46,14.0,5.71,0,0,6.1
21500,39.182778,-77.227248,1200,46,12.0,5.48,0,0,6.58
21501,39.059159,-76.995717,3400,46,10.5,0.1,18,1,0.51
21502,39.188356,-77.194202,2600,46,15.5,4.98,0,0,6.52
21503,39.065985,-76.969053,3500,46,11.0,0.24,25,0,1.84
21504,39.167148,-77.051695,3200,46,11.0,0.89,2,0,5.21
21505,39.073646,-77.155012,875,46,15.0,0.46,24,1,0.65
21506,38.996839,-77.031812,1700,45,14.8,0.11,97,0,2.8
21507,39.107731,-77.209421,3550,46,14.8,2.4,0,0,1.75
21508,39.142441,-77.412272,2300,48,12.0,13.72,0,0,10.56
21509,39.122783,-77.259869,2700,46,13.3,5.02,0,0,2.96
21510,39.105826,-77.05838,2100,46,10.0,0.87,0,1,0.98
21511,39.13232,-77.191322,2213,46,14.2,1.66,0,0,2.78
21512,39.095803,-76.982295,3600,46,9.0,1.02,0,0,2.49
21513,38.984043,-77.096846,2100,45,18.0,0.09,29,1,0.92
21514,39.191803,-77.280869,2500,46,13.7,7.98,0,0,7.73
21515,39.187338,-77.274589,1795,46,13.8,7.52,0,0,7.32
21516,39.055926,-77.069739,1100,46,11.7,0.17,63,1,0.54
21517,38.963894,-77.091384,3025,45,14.3,0.09,48,1,0.68
21518,38.987107,-77.097698,8750,45,17.5,0.11,33,0,1.12
21519,39.041906,-77.053444,3425,46,19.2,0.03,46,1,0.77
21520,39.059032,-77.118973,4000,46,19.5,0.18,15,1,0.94
21521,39.07413,-77.130732,2850,46,13.3,0.3,17,2,0.66
21522,39.1502,-77.061264,2500,46,15.7,0.01,30,0,4.04
21523,39.018865,-77.120305,8000,46,11.7,0.03,27,3,0.56
21524,39.020976,-77.035366,3300,46,14.2,0.48,18,0,2.51
21525,39.067685,-77.118242,3200,46,12.7,0.38,29,0,1.09
21526,39.000043,-77.026351,4600,45,13.5,0.03,85,0,2.09
